Lintang,Bujur,Kelas
2.9,125.23,2
1.19,96.98,4
1.1,97.14,1
-1.36,120.74,1
-9.51,117.99,1
-6.75,129.71,3
1.8,97.45,1
-0.86,131.24,1
-0.13,123.56,1
-9.34,118.5,1
-9.25,122.52,1
1.31,98.14,2
2.11,127.21,1
0.55,120.85,2
-2.58,129.6,3
-0.7,122.63,3
1.01,121.85,1
-8.17,115.85,1
-0.33,122.96,1
-9.15,116.09,1
-6.31,130.17,4
-8.25,119.72,3
-1.36,99.19,2
-7.65,106.63,1
-6.73,106.47,1
0.25,122.25,1
2.58,127.06,2
-0.99,130.64,1
0.94,121.04,2
1.07,99.51,2
-8.82,110.26,3
-2.64,127.62,5
-3.18,130.64,1
-3.05,130.6,1
0.92,96.95,2
-9.01,112.67,3
-7.46,110.07,3
-8.27,107.63,1
4.48,96.26,4
-6.86,130.18,4
2.51,128.52,5
-7.22,107.15,2
-0.4,98.84,2
0.27,122.26,1
0.3,122.06,1
-8.4,108.76,2
-7.09,129.8,4
1.69,127.4,3
-9.01,127.5,4
-1.71,139.05,3
-7.04,128.03,3
4.42,123.08,2
-1.74,127.17,2
2.17,121.54,1
1.18,121.11,1
-6.04,105.39,2
-8.23,119.78,3
1.02,127.33,2
0.33,125.28,2
-0.25,125.35,1
0.28,124.63,1
-4.24,102.05,4
-2.91,140.22,2
-7.61,106.48,3
1.03,126.84,2
-1.99,100.98,1
1.91,99.11,1
2.46,94.91,2
-0.39,123.21,1
-6.82,104.88,2
0.82,125.75,1
1.31,99.02,1
4.05,97.01,2
-9.75,117.92,1
-0.14,122.53,1
-7.34,107.56,1
-3.55,140.48,3
-1.29,120.33,2
-0.18,122.9,1
-8.04,128.21,3
-10.16,120.53,1
0.08,124.88,1
-2.82,140.32,1
-7.75,128.25,5
-8.98,111.3,1
-1.17,97.89,3
-8.92,108.3,2
0.2,122.13,1
-0.01,121.86,1
-3.8,118.84,1
-10.12,123.82,1
0.22,122.67,1
-0.59,119.96,1
-8.03,107.89,2
-8.5,118.87,1
-4.4,102.65,3
0.67,123.41,1
-8.02,106.81,1
-6.1,119.66,1
0.0,123.19,1
-10.66,123.29,1
-8.7,116.14,4
1.19,128.84,3
-7.66,118.43,1
-4.52,120.7,1
-6.64,104.82,3
-7.94,117.59,1
-9.55,120.91,1
-0.02,122.93,1
0.12,124.31,1
-6.69,126.88,3
-3.82,119.14,2
-7.77,118.99,2
-7.68,117.74,1
-0.22,122.19,1
-8.84,121.83,1
-8.78,116.23,1
1.59,123.74,1
-10.11,118.66,1
-8.52,108.84,1
1.42,98.74,1
-4.83,103.5,1
-9.18,119.12,1
-9.6,124.03,1
4.49,126.2,3
1.02,98.84,2
-0.28,122.97,1
0.56,121.26,1
-7.48,126.58,4
-7.26,105.17,2
0.24,122.1,3
-7.31,107.59,1
-6.35,104.96,2
-2.43,130.04,1
-7.96,117.57,2
-1.44,120.16,1
-0.16,122.61,1
0.84,122.31,1
0.31,122.04,3
-8.83,118.11,1
1.89,127.3,2
-7.24,127.76,4
-9.43,125.33,2
-0.51,133.35,1
-3.65,139.83,3
-0.07,123.22,1
-5.26,119.96,2
-9.65,115.22,4
-8.69,108.63,2
-0.34,123.0,1
-0.3,122.47,1
0.31,124.71,2
-4.99,103.05,1
-0.27,122.87,1
-10.05,107.13,4
0.7,124.77,2
-8.08,106.35,3
0.61,123.76,2
-4.54,102.79,1
-9.68,118.84,1
0.82,99.2,3
-8.69,124.03,1
1.8,123.13,1
-9.88,119.03,2
0.21,122.0,1
0.72,122.64,3
-0.33,122.94,2
-7.97,107.04,1
1.64,127.27,3
-9.96,119.01,5
-9.81,118.97,1
-9.91,119.01,4
0.28,98.68,2
-9.87,118.97,2
-9.86,118.95,2
-9.87,118.97,1
3.73,128.03,3
0.77,121.78,1
2.35,95.72,2
-0.28,122.89,1
1.42,125.12,1
-3.17,130.87,3
1.21,126.14,2
3.04,127.93,3
-8.68,110.24,1
-7.28,107.71,2
-6.1,131.53,4
-0.88,120.94,1
-6.49,128.5,3
-2.75,136.75,3
-8.93,112.68,2
-8.66,112.54,3
1.23,122.43,3
1.41,122.67,1
-8.25,127.63,3
-0.24,123.41,2
1.07,98.25,1
-1.82,140.11,1
-0.13,123.25,1
-9.05,110.39,1
-7.65,105.93,1
-5.75,110.38,4
-9.91,116.82,1
-0.1,125.27,2
-7.49,128.51,5
-0.2,122.68,1
4.57,128.19,4
-8.69,123.03,1
-8.6,124.55,1
0.86,120.84,1
-6.16,104.38,3
-9.68,117.43,1
-6.9,106.44,1
-6.9,106.43,3
-6.91,106.43,3
-7.09,106.44,1
1.23,122.21,1
0.93,98.11,1
-7.0,106.45,1
-6.92,106.43,4
-6.91,106.4,4
-6.92,106.35,2
-6.93,106.35,1
-6.91,106.41,1
-6.9,106.42,2
3.53,126.79,2
-6.89,106.5,1
0.41,119.94,2
0.29,122.03,1
-8.01,107.94,1
-6.93,106.53,1
-9.44,125.51,2
-9.29,125.55,1
-6.88,106.42,1
-7.03,106.63,1
4.92,96.01,4
-6.88,106.36,1
-6.92,106.4,1
-0.02,123.13,1
-10.1,121.49,1
-6.82,106.47,1
-6.93,106.37,1
-6.92,106.33,1
-6.57,106.44,1
-6.77,106.66,1
-6.75,106.4,1
-6.91,106.41,1
-6.87,106.39,1
-0.01,122.83,1
1.39,124.06,2
-7.51,124.49,1
-6.72,106.41,1
-7.27,106.73,1
-6.74,106.15,1
-0.47,122.27,1
-8.16,117.94,1
2.92,98.83,3
-6.83,106.61,1
-6.9,106.54,1
-8.09,107.9,1
-6.82,106.59,1
-5.31,105.03,1
1.72,99.56,3
-0.12,121.67,1
-9.8,112.95,3
-7.97,107.9,1
-6.92,106.37,1
0.35,98.52,3
-5.0,124.65,1
1.07,121.34,1
-6.93,106.4,1
-0.14,123.87,1
-0.8,100.17,1
-8.88,110.64,3
0.17,98.37,1
-6.2,131.82,3
-9.51,112.89,2
-7.91,107.91,1
-7.42,106.12,1
2.3,126.76,2
-9.95,119.0,3
0.45,123.09,1
-1.05,130.31,1
-2.74,140.36,1
-3.79,139.84,1
-1.96,140.07,1
0.27,122.1,1
-3.79,139.9,1
-9.21,116.17,1
-6.32,103.7,1
-5.86,103.31,4
-6.9,106.42,1
-6.9,106.44,2
-6.45,130.2,4
-6.91,106.36,1
-8.76,124.3,1
-6.96,106.47,1
-1.91,128.93,4
1.09,122.72,2
-1.31,120.23,2
-6.92,106.39,1
2.34,99.05,5
-8.76,112.38,2
-7.25,107.61,1
0.53,121.52,1
-1.95,98.81,2
-9.26,125.12,1
-9.17,125.83,3
-4.65,129.6,2
-0.35,122.83,1
1.93,121.37,1
-8.75,123.97,1
-9.5,118.56,1
-7.96,106.85,1
1.45,127.36,4
-9.29,123.87,2
-2.88,99.99,4
-8.19,118.5,2
-2.8,100.02,1
-8.18,107.32,2
-3.26,127.43,1
-9.33,115.16,1
-5.3,133.8,4
0.57,125.13,1
1.47,122.16,1
0.21,99.83,3
0.26,122.06,5
-0.06,122.86,1
0.46,121.0,1
-2.84,129.52,1
-0.22,124.6,4
-7.11,129.29,4
2.83,96.54,1
-0.43,124.0,3
4.37,96.23,3
-11.3,118.5,3
-7.59,121.63,4
-0.46,123.05,1
-0.1,123.17,1
-9.41,124.3,1
0.31,122.28,1
-6.46,104.82,1
-1.72,113.53,3
-11.05,116.22,2
0.79,121.62,1
-9.4,118.72,2
-2.22,101.44,3
-7.49,130.82,4
3.29,127.24,4
-6.86,106.49,2
-0.02,123.76,1
0.25,127.27,4
1.25,124.56,3
-8.9,124.36,3
-4.86,138.54,4
-9.09,116.18,2
-8.66,115.36,1
-7.42,128.62,4
-5.2,104.22,1
0.92,122.63,1
2.52,99.11,4
0.34,122.53,2
-7.61,128.87,5
-0.19,123.69,2
-6.51,130.78,4
-5.2,102.97,4
0.8,121.72,1
0.77,128.11,1
-3.43,139.87,2
-10.17,124.13,1
-2.68,140.4,3
-8.37,118.84,1
-1.29,120.65,1
-8.02,117.2,1
-9.24,123.59,1
2.06,128.36,3
-7.02,122.24,3
-8.17,120.04,3
-3.07,139.82,5
0.19,121.89,2
-6.96,106.35,4
1.4,127.27,3
-9.36,110.38,3
-3.55,128.62,2
-9.31,110.33,2
-9.35,110.35,3
-8.78,119.5,4
2.69,125.26,1
-8.18,107.1,1
0.28,98.67,1
-8.78,118.33,3
-3.61,129.3,2
2.59,128.17,2
-8.26,123.54,1
-9.01,115.39,4
-8.78,110.91,1
-8.61,117.07,1
4.76,96.37,3
2.03,128.1,3
-8.24,107.62,4
-0.4,124.46,3
-3.95,140.1,2
-9.21,110.37,2
-6.89,106.38,1
-8.89,124.06,1
-7.52,103.13,4
-3.12,130.59,3
-1.66,139.73,2
-0.33,100.44,3
-0.38,100.49,1
-8.83,116.91,1
-9.59,115.07,1
-6.89,106.43,1
0.99,125.94,4
-7.67,124.9,3
-8.84,117.62,1
4.17,125.84,3
0.95,121.24,1
-8.03,122.34,3
2.46,128.2,3
-1.14,122.58,1
3.4,124.65,4
-8.12,124.0,2
-8.79,122.32,2
0.19,122.08,1
0.64,96.53,1
-3.69,140.84,1
-4.9,129.67,3
2.98,98.13,3
-0.6,99.22,2
3.21,128.22,4
3.05,127.68,2
1.05,123.16,2
-9.49,117.57,1
-9.58,116.41,1
-10.34,119.02,2
-9.05,124.08,1
0.85,120.5,1
-8.92,111.13,3
-4.47,102.37,3
1.54,127.19,4
-6.63,107.62,1
-2.83,140.3,1
-9.56,112.83,4
-9.4,112.87,4
-9.7,112.75,5
-9.54,112.82,4
-9.42,112.84,1
-9.54,112.86,3
-9.7,112.87,4
-9.84,112.83,4
-9.53,112.85,2
-9.56,112.84,2
-9.75,112.84,2
-9.81,112.83,2
-9.07,112.91,2
-9.48,112.83,2
1.11,126.47,2
-9.51,112.91,2
-9.56,112.86,3
-9.69,112.75,3
-9.65,112.65,2
-9.21,122.22,1
-9.68,112.86,2
-9.67,112.81,2
-0.23,122.84,1
-9.56,112.85,3
-9.12,112.92,2
0.21,120.64,1
1.04,122.77,1
-9.5,112.82,3
0.39,120.62,2
-9.68,112.69,2
-9.55,112.8,4
-9.68,112.71,3
-10.12,112.57,2
3.45,126.75,4
-9.21,112.83,2
-8.99,112.86,2
-9.65,112.84,4
1.32,126.81,2
-9.67,112.86,3
-9.43,112.87,2
-8.99,112.8,2
-9.68,112.8,3
-9.6,112.9,2
3.51,126.8,3
-9.6,112.86,2
-9.73,112.77,2
-0.04,123.25,1
-0.08,125.37,3
-9.53,112.82,2
-9.67,112.87,2
-9.55,112.82,3
-9.79,112.8,4
-9.48,112.87,2
-9.53,112.81,2
-9.44,113.02,2
-7.57,113.42,1
1.77,126.4,3
-9.4,118.06,1
-9.44,112.75,3
0.37,120.91,1
-6.79,129.31,4
-9.81,112.66,3
-9.5,112.78,2
-9.81,112.81,2
0.06,124.41,1
2.58,128.27,4
-10.36,124.22,3
-5.76,130.96,3
-0.08,122.83,1
-5.29,102.37,2
-9.42,112.85,1
-10.13,124.06,1
0.3,124.83,1
-7.88,127.56,4
-1.73,99.8,5
-1.65,99.75,4
-1.7,99.76,3
-1.65,99.78,1
-1.66,99.74,1
-1.64,99.58,2
-1.67,99.77,1
-3.36,128.62,3
2.78,96.15,3
-9.53,112.85,3
-9.57,112.83,3
-1.67,99.77,2
-6.77,106.65,1
-0.96,100.61,5
2.69,124.4,3
2.57,128.25,3
-1.68,99.78,2
-6.56,121.37,1
-5.92,130.85,4
-9.52,112.83,2
-3.74,128.61,2
-2.4,129.72,2
1.64,99.26,1
-6.82,126.62,3
-9.53,112.89,1
-4.83,105.8,2
-6.46,104.94,1
-3.28,129.27,1
0.2,121.99,1
-5.29,129.62,3
-9.44,112.83,1
-8.3,122.53,1
-9.44,112.79,1
-8.44,115.93,1
-9.72,117.9,2
-6.5,104.74,1
0.16,121.75,1
1.78,124.89,1
-4.62,133.58,3
-9.26,112.85,1
-8.36,122.31,2
-5.89,104.08,2
-6.12,103.56,2
1.34,126.63,2
-2.8,130.06,3
-11.57,119.05,2
-1.88,99.78,1
-1.73,99.76,2
-1.7,99.79,1
1.08,99.02,2
-8.61,118.4,2
-8.92,110.41,1
-8.79,117.82,1
-8.42,117.7,1
0.17,122.45,1
1.06,121.08,1
-10.95,113.17,4
4.69,92.84,5
-7.02,117.93,1
0.49,122.45,1
-2.52,121.5,3
2.29,127.61,1
-7.58,129.3,4
-7.6,129.44,4
-5.09,103.17,1
-7.3,128.64,4
-1.64,99.65,1
-11.27,110.97,4
-1.64,99.67,1
4.39,124.96,2
-0.11,123.06,1
4.66,125.0,4
4.62,125.06,5
-2.91,130.07,2
-9.59,112.85,2
-7.87,107.36,1
3.38,126.69,4
-7.16,107.41,1
1.05,127.84,2
-3.58,102.48,3
-2.92,140.2,2
2.42,128.56,3
-4.02,129.5,4
0.27,122.06,4
-8.68,122.25,1
-2.73,139.98,1
-10.51,123.91,1
-8.92,113.06,2
-0.36,123.1,3
-2.48,140.25,1
0.53,122.55,2
-9.73,112.82,4
-9.51,112.83,3
0.96,121.92,1
1.07,126.23,3
-3.88,122.88,2
-8.65,121.92,2
-8.57,119.49,1
-0.71,100.0,2
-1.2,120.85,1
-7.99,107.42,3
-2.29,127.98,2
1.74,122.16,1
-8.75,123.81,1
-2.87,129.89,3
-2.77,129.79,2
-0.14,123.76,1
-10.7,116.4,4
-8.25,110.69,1
-9.52,112.83,2
-9.41,114.69,2
-9.53,112.8,2
-7.94,107.27,1
-9.28,124.52,1
-9.29,124.49,1
-7.02,106.0,1
-9.57,112.88,2
-9.79,116.62,2
0.47,121.5,1
0.42,120.44,2
3.66,97.05,2
-10.07,111.05,3
4.46,126.64,4
-7.04,130.01,4
-0.14,122.82,1
2.57,128.27,5
4.22,126.16,4
-8.51,126.66,3
-8.3,118.74,2
0.85,122.57,1
-0.13,122.97,1
-2.3,125.91,1
-8.92,123.95,1
-0.04,123.17,1
0.58,119.58,2
-8.39,107.7,4
-7.13,129.49,5
-7.23,129.61,5
1.71,126.22,3
-0.14,124.43,1
1.84,126.43,2
1.43,98.27,3
-5.95,102.33,5
-9.55,124.14,1
-1.76,99.78,3
0.64,121.42,1
-2.92,130.1,2
-7.96,117.57,1
-1.79,99.77,3
-1.68,99.77,4
-1.63,99.64,1
-8.52,108.43,1
-7.15,106.09,1
-1.66,99.76,2
-1.64,99.66,2
-9.2,119.22,1
-1.71,99.66,2
-11.04,114.74,2
-1.68,99.68,1
-5.05,102.88,2
-2.05,125.77,2
0.27,120.57,1
-3.46,127.15,1
-9.14,121.25,5
-0.08,121.13,1
-8.09,108.73,1
-1.73,99.8,1
1.95,127.64,3
-8.06,123.99,3
0.19,122.06,2
-11.32,117.24,3
-8.54,122.4,1
1.51,126.44,3
-3.29,101.46,2
-3.96,133.9,2
3.37,125.72,3
-1.85,121.24,2
-9.5,119.44,1
-6.76,106.52,1
-2.61,133.26,2
1.53,98.05,1
-8.25,119.66,3
-8.45,108.46,1
-3.85,119.06,1
0.72,122.24,1
1.03,120.92,1
-8.34,108.42,2
-9.73,112.83,4
-9.56,112.87,4
-9.44,112.87,4
-8.44,119.2,2
-1.56,123.28,3
-9.4,112.84,2
-9.47,112.83,2
-6.1,130.42,4
-1.66,99.79,1
-4.5,103.81,4
-7.62,128.39,4
0.84,122.14,1
-2.02,99.77,2
-1.85,99.74,2
1.68,126.98,1
-7.23,122.69,5
-6.35,131.47,5
4.16,125.59,3
-0.05,123.23,1
-2.21,100.8,3
-9.55,112.85,4
-8.35,116.5,5
-8.35,116.54,4
-8.46,116.49,4
-8.38,116.57,4
-8.34,116.55,3
-8.13,116.53,5
-8.27,116.46,5
-8.21,116.56,5
-8.37,116.58,3
-8.59,116.44,1
-8.43,116.49,1
-8.36,116.55,1
-8.29,116.28,1
-8.87,116.24,1
-8.3,116.57,3
-8.24,116.45,4
-8.36,116.43,1
-8.66,116.45,1
-8.26,116.64,1
-0.21,123.07,1
-9.35,112.88,2
-8.54,116.51,1
-7.07,106.3,1
-8.49,116.54,1
-8.49,116.45,1
-8.18,116.44,3
-8.42,116.54,1
-8.48,116.46,1
-8.34,116.58,1
-8.19,116.58,3
-8.24,116.58,1
-8.28,116.61,2
-8.2,116.6,3
-8.74,116.39,1
-8.22,116.49,3
-8.22,116.61,3
-8.52,116.39,1
-8.27,116.5,2
-8.73,116.26,1
-8.72,116.31,1
-8.79,116.28,1
-8.64,116.46,1
-8.63,116.34,2
-8.65,116.34,1
-8.46,116.46,1
-8.66,116.3,1
-8.65,116.37,3
-8.88,116.28,1
-8.85,116.3,1
-8.59,116.41,1
-8.8,116.32,1
-8.78,116.3,1
-8.71,116.3,1
-8.7,116.33,1
-8.7,116.4,1
-8.75,116.32,2
-8.2,116.56,4
-8.37,116.45,5
-8.61,116.36,3
-8.63,116.34,2
-8.86,116.23,2
-8.68,116.45,1
-8.38,116.64,1
-8.87,116.27,1
-8.74,116.11,1
-8.65,116.37,1
-8.24,116.5,5
-8.47,116.43,4
-8.1,116.54,2
-8.51,116.36,2
-8.2,116.42,1
-8.82,116.24,1
-8.84,116.23,1
-8.79,116.22,1
-8.77,116.27,1
-8.73,116.31,1
-8.56,116.43,2
-8.51,116.45,2
-8.39,116.43,3
-8.14,116.45,4
-8.87,116.15,1
-8.12,116.58,1
-8.42,116.8,1
-8.2,116.45,2
-8.69,116.32,1
-8.74,116.34,1
-8.7,116.32,1
-8.25,116.2,1
-8.16,116.43,1
-8.64,116.36,1
-8.74,116.35,1
-8.66,116.35,1
-8.78,116.32,1
-8.73,116.32,1
-8.65,116.33,1
-8.73,116.32,1
-8.44,116.55,1
-8.3,116.47,3
-8.59,116.37,1
-8.33,116.56,1
-8.85,116.27,1
-8.83,116.35,1
-8.68,116.45,1
-8.86,116.28,1
-8.99,116.31,1
-8.72,116.32,1
-8.86,116.37,1
-8.68,116.36,1
-8.79,116.31,1
-5.89,130.34,4
-8.36,116.56,1
-8.19,116.43,1
-8.88,116.27,1
-8.44,116.55,1
-8.9,116.26,1
-8.77,116.27,1
-8.77,116.34,1
-8.81,116.29,1
-8.8,116.34,1
-8.49,116.46,1
-8.79,116.29,1
-8.31,116.47,1
-8.49,116.43,1
-8.86,116.28,2
-8.24,116.47,1
-8.93,116.19,1
-8.24,116.58,1
-8.42,116.44,2
-8.05,117.87,1
-8.27,116.45,1
-8.25,116.49,2
-8.8,116.32,1
-8.81,116.29,1
-8.75,116.29,1
-8.44,116.53,1
-8.81,116.37,1
-8.37,116.55,2
-8.57,116.47,1
-8.57,116.46,1
-8.86,116.26,1
-4.95,129.57,3
-8.39,116.56,1
2.3,126.79,4
-8.88,116.22,1
-8.7,116.44,1
-8.81,116.31,1
-8.31,116.51,1
-8.82,116.27,1
-8.98,116.08,1
-8.79,116.31,1
-8.77,116.39,1
-8.53,116.41,1
-8.75,116.3,1
-8.61,116.43,1
-8.57,116.48,1
-8.27,116.46,1
-8.33,116.44,3
-8.3,116.59,1
-8.76,116.28,1
-8.8,116.24,1
-8.82,116.28,1
-8.77,116.32,1
-8.85,116.28,1
-8.78,116.36,1
-8.52,116.51,1
-8.69,116.34,1
-8.46,116.45,1
-8.78,116.4,1
-8.86,116.25,1
-8.45,116.53,1
-8.83,116.3,1
-8.76,116.43,1
-8.82,116.28,1
-8.77,116.33,1
-8.7,116.34,1
-8.78,116.29,1
-8.74,116.41,1
-8.85,116.27,2
-8.2,116.5,2
-8.86,116.26,1
-8.82,116.22,1
-8.78,116.3,1
-8.75,116.44,1
-8.77,116.25,1
-7.11,106.28,2
-8.77,116.43,1
-8.82,116.27,1
-8.82,116.34,1
-8.82,116.28,1
-8.75,116.27,1
-8.58,116.49,1
-8.79,116.31,1
-8.7,116.34,1
-8.8,116.31,1
-8.64,116.45,1
-8.77,116.32,1
-8.84,116.28,1
-8.8,116.27,1
-8.39,116.56,1
3.83,126.68,3
-8.83,116.26,1
-8.54,116.5,1
-0.49,123.73,1
-8.8,116.22,1
-8.8,116.31,1
-8.38,116.59,1
-9.03,115.83,1
-8.67,116.41,1
-8.1,117.9,2
-8.81,116.4,1
-8.75,116.33,1
-8.8,116.27,1
-8.85,116.28,1
-8.44,108.79,1
-8.86,116.28,1
-8.02,116.59,1
-8.77,116.31,1
-8.71,116.4,1
-8.88,116.27,2
-8.82,116.3,1
-8.6,116.48,1
-8.91,116.37,1
-8.93,116.35,1
1.81,123.45,1
-8.86,116.43,1
-9.17,123.93,1
-8.87,116.28,1
-8.81,116.28,1
-8.55,116.5,1
-8.93,116.31,1
-4.51,102.5,2
-8.93,116.39,1
-8.75,116.41,1
-8.09,116.79,1
-8.78,116.29,1
-7.73,128.09,4
-8.93,116.44,1
-8.14,116.7,1
-8.87,116.36,1
-2.02,138.44,4
-8.79,116.49,1
-8.78,116.32,1
-8.82,116.3,1
-8.85,116.29,1
4.12,127.66,2
-8.68,116.43,1
-8.73,116.31,1
-8.81,116.54,1
-8.44,116.44,1
-8.64,116.37,1
-4.63,102.06,2
-10.77,111.67,4
-8.58,116.34,1
-8.82,116.38,1
-0.02,123.17,1
-8.84,116.37,1
1.91,128.24,2
-8.68,116.38,1
-8.27,116.61,2
-8.28,116.49,4
-8.37,116.43,2
-8.42,116.47,2
-8.71,116.37,1
-8.76,116.28,1
-9.15,115.97,1
-8.52,116.57,1
-8.52,116.43,1
-8.96,124.08,1
-8.39,116.57,2
-2.37,128.33,2
-8.16,116.47,2
-8.76,116.06,1
-8.74,116.29,1
-2.25,128.27,2
-8.75,116.33,1
-8.67,116.31,1
-8.75,116.31,1
-8.86,116.36,1
-8.74,116.3,1
0.55,121.96,1
-8.89,116.36,1
-8.81,116.29,2
-8.77,116.38,1
-8.8,116.33,1
-8.86,116.2,1
-8.76,116.3,1
-8.88,116.36,2
-8.45,113.49,1
-8.75,116.27,1
-8.19,116.63,1
0.3,124.14,1
-8.78,116.29,2
-8.51,116.51,1
-8.73,116.46,1
-8.44,116.45,2
-8.62,116.45,1
-8.76,116.31,1
-8.83,116.38,1
-8.93,116.16,1
-8.9,116.09,1
-8.4,116.56,2
-8.53,116.42,2
-8.86,116.35,1
-8.75,116.18,1
-8.34,116.47,2
-8.89,116.34,1
-8.83,116.33,1
-8.43,116.55,2
-8.46,116.52,1
-8.77,116.41,1
-8.84,116.26,1
-8.91,116.45,1
-9.01,116.35,1
-8.82,116.27,1
-8.77,116.45,1
-8.68,116.43,1
-8.79,116.29,1
-8.62,116.07,1
-8.83,116.27,1
-8.73,116.32,1
-8.4,115.49,1
-8.76,116.41,1
-8.43,116.49,1
-8.63,116.38,1
-8.74,116.3,1
-8.35,116.58,1
-7.94,128.28,4
-8.89,116.3,1
-8.7,116.33,1
-8.52,116.49,1
-8.75,116.18,1
-8.67,116.33,1
-0.34,122.96,1
-8.19,116.43,1
-0.39,128.18,2
-8.5,116.53,1
-8.78,116.32,1
0.79,122.35,1
-3.16,140.9,2
-0.05,125.6,1
-1.82,129.02,2
-8.64,116.45,1
-0.15,120.16,1
-11.13,115.99,2
-8.37,116.41,1
-8.87,116.13,1
-9.0,116.25,1
-8.31,116.35,1
-12.46,120.74,2
0.56,98.3,4
-8.8,116.29,1
-8.91,116.34,1
-8.51,116.46,1
-1.07,127.29,3
-8.04,116.4,2
-1.05,127.31,2
-8.97,119.3,1
-8.84,116.28,1
-8.73,116.39,1
-8.22,116.4,1
-8.72,116.35,1
-8.91,116.44,1
0.3,123.49,1
-9.37,116.95,1
-8.43,116.64,1
-8.72,116.48,1
-8.85,116.34,1
-8.51,116.53,1
-8.98,125.81,2
-8.32,116.56,1
-8.54,116.39,1
-8.33,116.48,2
-8.3,116.66,1
-8.65,116.28,1
-8.24,116.5,1
-8.58,116.6,1
-9.15,116.1,1
-8.63,116.55,1
-8.63,116.24,1
-8.25,114.27,3
-8.59,116.32,1
-8.78,116.27,1
-8.46,107.39,1
1.85,127.23,1
-8.7,116.33,1
-8.85,116.4,1
-8.76,116.33,1
-8.77,116.33,1
-8.68,116.37,1
-0.88,127.01,2
-2.64,122.38,2
-8.36,119.6,1
-8.52,116.49,1
-8.57,116.48,1
-10.03,124.26,1
-8.85,123.32,2
-0.06,123.69,2
-8.79,116.27,1
-8.33,116.59,1
0.17,96.66,5
-8.84,116.26,1
-8.44,116.4,1
-8.25,116.56,1
-8.94,116.0,1
-8.74,116.43,1
-8.8,116.49,1
-8.95,116.17,1
2.91,125.44,4
0.6,126.19,3
-1.37,100.3,3
-8.45,116.42,1
-8.35,116.64,1
-8.29,116.5,1
-8.62,116.41,1
-9.66,112.71,2
0.65,122.21,1
-8.3,116.59,1
-8.83,115.07,1
-8.09,117.3,1
-9.66,112.76,2
-9.7,112.69,3
-8.28,116.46,1
-8.82,116.28,1
-8.54,116.57,1
-8.5,116.43,1
-8.8,116.44,1
-8.7,116.34,1
-9.36,112.82,2
-8.93,116.34,1
-8.72,116.43,1
-8.83,116.27,1
-8.78,116.82,1
-6.51,104.75,3
-8.79,116.33,1
-8.8,116.32,1
-7.88,106.59,2
-9.75,116.66,1
-8.63,116.37,1
-8.68,116.37,1
-8.76,116.17,1
-8.39,116.36,1
-8.7,116.36,1
-8.7,116.43,1
-8.76,116.48,1
-8.76,116.43,1
-9.83,112.76,3
-9.0,116.72,1
0.9,98.48,3
-8.66,116.37,1
-9.1,116.72,1
-8.75,116.42,1
-8.86,116.36,1
-8.94,116.78,1
-9.01,116.17,1
-8.84,116.38,1
-8.84,116.3,1
-8.86,116.23,1
-8.79,116.29,1
-8.85,116.39,1
-8.76,116.33,1
-8.56,116.49,1
-8.76,116.42,1
-8.7,118.47,1
-8.86,116.36,1
0.36,125.86,1
-9.07,116.27,1
-9.32,117.17,1
-9.41,115.75,1
-8.84,116.38,1
-8.74,116.29,1
-7.36,111.64,1
-9.68,119.06,1
-8.35,107.89,1
-7.35,118.48,1
-8.79,116.18,1
-8.4,116.44,1
-8.73,116.35,1
-8.45,116.53,1
-0.35,100.42,1
-7.31,117.01,1
-8.65,116.5,1
-8.97,116.17,1
0.34,121.23,1
-0.77,131.1,1
-3.39,128.37,1
-8.78,116.29,1
-8.94,116.27,1
-8.82,116.47,1
-10.35,109.66,3
-0.4,123.05,2
-8.74,116.31,1
-1.8,100.42,4
-9.43,121.85,1
-8.78,116.37,1
-8.56,116.38,1
-8.8,116.26,1
-3.33,128.8,1
-8.22,116.46,1
-8.91,116.19,1
-8.97,116.42,1
-8.82,116.41,1
-8.76,116.39,1
0.52,98.35,1
-8.44,116.53,1
-8.77,116.27,1
-8.87,116.29,1
-0.34,122.66,1
-0.73,131.11,1
-8.45,116.55,1
-9.91,123.09,3
-8.43,116.51,2
3.47,125.88,4
-11.28,122.23,2
-8.86,116.26,1
-8.78,124.64,1
-8.38,116.65,1
-8.66,116.45,1
-8.38,116.66,1
-8.61,116.58,1
-7.52,116.4,1
-8.69,116.45,1
0.42,125.01,2
-8.86,116.24,1
-10.91,124.19,1
-8.78,116.39,1
-3.28,139.9,1
-8.34,116.64,1
-8.41,116.56,1
-8.38,116.57,1
0.0,127.22,3
-10.44,123.83,3
-8.25,116.68,3
-8.36,116.63,2
-8.38,116.61,1
-8.26,116.67,2
4.07,125.88,4
-8.24,116.68,3
-8.82,116.37,1
-9.26,118.31,4
-8.23,116.67,1
-8.87,116.42,1
-8.88,116.41,1
-8.03,117.25,1
-8.6,116.48,1
-8.37,116.64,1
-10.28,123.71,1
-8.59,116.48,1
-8.59,123.8,2
0.2,121.88,1
-8.42,116.65,1
-8.83,116.45,1
-8.73,116.33,1
-8.84,116.46,1
-8.67,116.36,1
-5.66,102.52,5
-8.89,116.44,1
-8.46,116.61,1
-8.8,116.49,1
-3.06,139.23,4
-8.66,116.3,1
-8.68,116.5,1
-8.78,116.47,1
-8.37,116.49,1
-8.88,116.46,1
-8.28,116.68,1
