Lintang,Bujur,Kedalaman(KM),Timestamp,Kelas
-6.94,129.22,135,1525698759.0,4
2.77,128.57,231,1528245129.0,4
4.92,95.93,10,1526814344.0,4
2.38,98.76,10,1519409832.0,4
-8.91,109.11,26,1515564780.0,4
-5.89,102.87,48,1518871937.0,4
-0.55,137.52,10,1527045971.0,4
-7.13,132.04,98,1519797380.0,4
-1.29,120.46,10,1518622431.0,4
-7.41,106.0,10,1519613851.0,4
-7.43,128.5,160,1525166493.0,4
-0.28,123.05,10,1519127424.0,4
-7.07,127.21,399,1529131969.0,4
-9.55,112.85,19,1532789212.0,4
3.4,124.65,235,1531888953.0,4
-9.63,117.7,79,1518802106.0,4
-9.46,110.52,35,1526992704.0,4
-7.02,129.61,140,1519561325.0,4
-7.88,127.56,174,1532085287.0,4
-8.68,116.93,150,1517951943.0,4
-6.1,130.42,131,1532730439.0,4
2.52,99.11,189,1531479761.0,4
-5.72,110.38,529,1516007470.0,4
-7.3,120.72,567,1525378964.0,4
-7.95,115.84,21,1517525953.0,4
-5.43,103.56,35,1519216246.0,4
-9.72,121.58,104,1515611025.0,4
-8.38,116.57,10,1532793525.0,4
2.67,128.47,216,1525315987.0,4
-6.42,130.91,102,1518891730.0,4
-9.65,112.84,52,1532004595.0,4
3.0,125.76,177,1518464066.0,4
3.0,125.76,177,1518464066.0,4
-8.46,116.49,10,1532793407.0,4
-2.71,126.82,28,1519698042.0,4
-6.89,129.7,161,1526079183.0,4
-6.78,128.08,384,1518725836.0,4
-3.04,130.59,28,1529823615.0,4
-4.04,129.5,11,1518750431.0,4
4.22,126.16,107,1532484349.0,4
-6.53,128.63,319,1517498887.0,4
-5.6,131.06,67,1517165283.0,4
-10.7,116.4,12,1532418638.0,4
-6.92,129.63,166,1517606968.0,4
0.25,127.27,113,1531414952.0,4
-8.28,116.49,10,1532862195.0,4
-9.63,117.7,79,1518802106.0,4
2.7,133.22,41,1519081103.0,4
-7.02,129.61,140,1519561325.0,4
