Lintang,Bujur,Kedalaman(KM),Timestamp,Kelas
-6.03,100.89,10,1518912283.0,5
-4.75,132.39,64,1519011517.0,5
1.48,124.39,222,1519093767.0,5
-0.71,127.2,60,1519146252.0,5
-3.17,130.75,24,1519258769.0,5
-3.18,130.77,17,1519258901.0,5
-3.05,86.41,10,1519429874.0,5
2.03,98.91,10,1519441354.0,5
2.56,96.02,30,1519556861.0,5
-10.37,138.31,13,1519594665.0,5
-2.72,126.79,28,1519626895.0,5
-8.79,118.38,110,1525130011.0,5
-3.87,137.09,14,1525167205.0,5
2.37,126.84,10,1525178007.0,5
1.86,126.52,54,1525183761.0,5
-1.53,137.93,30,1525318796.0,5
-5.78,133.67,22,1525512163.0,5
-6.47,104.81,66,1525875959.0,5
1.0,126.12,65,1525916393.0,5
-6.65,129.85,185,1526003851.0,5
-6.17,124.84,602,1526190006.0,5
-3.69,138.66,87,1526411536.0,5
1.16,120.08,44,1526649963.0,5
-4.05,133.5,10,1526650606.0,5
-4.33,102.35,58,1526731717.0,5
4.29,92.92,20,1527046402.0,5
-7.58,128.27,180,1527261825.0,5
-9.31,118.38,48,1527510328.0,5
1.38,97.09,29,1527538916.0,5
-5.97,130.57,109,1527794580.0,5
-5.2,132.41,44,1527812159.0,5
4.49,126.75,44,1527931742.0,5
4.51,126.77,71,1527981992.0,5
-8.74,118.32,129,1528035408.0,5
-7.11,123.23,638,1528111476.0,5
-1.43,135.0,11,1528235641.0,5
-2.0,98.76,13,1528819709.0,5
-2.04,98.68,11,1528821971.0,5
-1.96,98.73,16,1528830478.0,5
-1.92,98.7,10,1528847941.0,5
-1.96,98.62,19,1528905971.0,5
2.82,128.12,48,1528980419.0,5
-1.93,138.89,14,1528999033.0,5
1.68,90.91,14,1529067668.0,5
-6.56,130.1,160,1529596735.0,5
-6.69,131.92,38,1529600610.0,5
-5.12,108.34,652,1529675862.0,5
-11.71,117.14,14,1529683545.0,5
-2.92,130.58,13,1529843689.0,5
0.59,126.18,48,1530056666.0,5
-2.64,127.62,38,1530157752.0,5
2.51,128.52,223,1530203727.0,5
-7.75,128.25,83,1530349082.0,5
-9.96,119.01,58,1530656088.0,5
-7.49,128.51,10,1530827493.0,5
2.34,99.05,152,1531089625.0,5
0.26,122.06,193,1531211601.0,5
-7.61,128.87,123,1531508102.0,5
-3.07,139.82,92,1531602567.0,5
-9.7,112.75,59,1531977817.0,5
-1.73,99.8,24,1532091488.0,5
-0.96,100.61,10,1532134697.0,5
4.69,92.84,10,1532228677.0,5
4.62,125.06,24,1532258923.0,5
2.57,128.27,48,1532481604.0,5
-7.13,129.49,134,1532524396.0,5
-7.23,129.61,140,1532526000.0,5
-5.95,102.33,25,1532559517.0,5
-9.14,121.25,96,1532615809.0,5
-7.23,122.69,583,1532772442.0,5
-6.35,131.47,94,1532774326.0,5
-8.35,116.5,13,1532792858.0,5
-8.13,116.53,10,1532793939.0,5
-8.27,116.46,11,1532794009.0,5
-8.21,116.56,10,1532794559.0,5
-8.37,116.45,19,1532803832.0,5
-8.24,116.5,11,1532805608.0,5
0.17,96.66,50,1532961865.0,5
-5.66,102.52,44,1533111929.0,5
-8.29,116.63,11,1533211641.0,5
-6.22,132.69,54,1533249737.0,5
-5.27,133.93,45,1533259884.0,5
0.77,121.78,71,1530672061.0,1
-9.23,118.76,28,1528514877.0,1
-8.31,114.66,11,1525555446.0,1
-1.27,130.94,10,1516845140.0,1
-10.38,119.63,48,1519783830.0,1
0.28,124.63,67,1530272973.0,1
-6.94,106.28,82,1525693899.0,1
-8.75,116.27,16,1532842803.0,1
-2.28,125.92,10,1517556782.0,1
-8.26,118.83,113,1519032663.0,1
-5.45,103.72,21,1519133277.0,1
-9.85,124.52,50,1517198927.0,1
1.43,124.66,212,1516700408.0,1
-8.84,121.83,10,1530442295.0,1
-8.82,116.28,10,1532842517.0,1
-7.16,106.9,18,1529769050.0,1
-8.82,116.41,32,1533048626.0,1
-8.6,118.25,157,1518056446.0,1
1.96,99.03,10,1519405262.0,1
-1.01,99.78,91,1518069234.0,1
0.74,120.3,12,1514899851.0,1
0.47,126.59,10,1517917929.0,1
-7.43,107.56,58,1528327583.0,1
-8.22,115.54,10,1529755389.0,1
-7.93,107.88,28,1519231529.0,1
0.87,126.03,10,1525920257.0,1
0.79,122.35,46,1532921208.0,1
-7.14,106.9,10,1528617150.0,1
-1.4,120.47,10,1514749673.0,1
-8.68,116.37,10,1532956246.0,1
-1.05,130.31,10,1531050660.0,1
1.47,120.97,19,1519821860.0,1
2.15,97.88,52,1517747146.0,1
-8.96,124.08,10,1532867319.0,1
-8.83,116.27,10,1532905600.0,1
-0.43,119.28,44,1515866047.0,1
-7.82,106.62,23,1527933573.0,1
-9.38,115.13,38,1516697757.0,1
-0.05,123.36,116,1515910815.0,1
-8.75,116.33,10,1532846325.0,1
0.56,121.26,10,1530466314.0,1
-8.87,112.58,69,1517714171.0,1
-0.06,97.36,10,1518247116.0,1
0.71,124.68,10,1519617482.0,1
-9.51,117.99,10,1530078503.0,1
-0.02,122.82,142,1519091433.0,1
-0.67,131.45,25,1516580538.0,1
0.46,122.08,169,1518436484.0,1
-8.48,123.9,116,1525769402.0,1
-0.13,123.56,125,1530086350.0,1
-9.93,123.28,11,1527693976.0,1
-8.57,116.48,13,1532832303.0,1
0.36,121.42,270,1533216731.0,1
-1.58,130.73,10,1517569344.0,1
-6.93,106.4,11,1530990941.0,1
-7.9,117.8,19,1519410782.0,1
1.92,122.4,320,1525791879.0,1
-8.78,116.4,19,1533315572.0,1
-7.15,106.89,10,1525378940.0,1
0.54,126.45,24,1518438088.0,1
-8.45,116.53,10,1532836658.0,1
-1.03,121.2,10,1517439169.0,1
-8.88,116.89,10,1514934849.0,1
-5.36,119.77,29,1518795190.0,1
-8.66,117.9,10,1517902027.0,1
-2.42,118.93,10,1528430143.0,1
-8.62,116.28,57,1515780662.0,1
-3.12,130.55,10,1516706845.0,1
-2.9,130.2,24,1516933974.0,1
-7.12,106.15,30,1517788577.0,1
0.28,98.67,10,1531652732.0,1
-0.03,123.29,128,1525147599.0,1
0.33,122.78,10,1515370543.0,1
-8.84,116.28,10,1532843887.0,1
-7.2,106.85,10,1527342722.0,1
1.16,99.49,10,1519112327.0,1
-1.66,130.94,68,1519372063.0,1
-2.02,140.07,10,1529319106.0,1
1.59,123.46,10,1526884212.0,1
-6.46,104.94,15,1532158133.0,1
-9.46,112.83,10,1517313888.0,1
-7.05,105.26,10,1519252821.0,1
1.46,122.17,10,1516879896.0,1
-0.83,131.05,12,1527731334.0,1
-0.04,123.13,139,1527241262.0,1
-0.85,124.41,10,1526999193.0,1
-9.4,118.06,35,1532040957.0,1
-7.92,117.3,30,1515316729.0,1
-8.78,116.29,10,1532852812.0,1
-9.02,116.24,10,1533161204.0,1
-8.39,123.12,10,1519411526.0,1
-8.2,115.17,10,1519684416.0,1
-8.09,116.79,10,1532852109.0,1
-8.88,116.41,18,1533099136.0,1
2.07,126.47,10,1519124764.0,1
-0.02,122.82,142,1519091433.0,1
-8.82,116.38,14,1532861028.0,1
-6.27,103.77,10,1518100361.0,1
-6.01,105.47,10,1517164224.0,1
-8.67,117.93,10,1517902155.0,1
-8.23,115.47,10,1519831349.0,1
-0.07,123.25,161,1530036396.0,1
-0.99,120.06,10,1525603080.0,1
-9.32,115.09,26,1527879724.0,1
-7.14,106.08,32,1516692235.0,1
-10.06,118.8,18,1518107987.0,1
-7.08,105.97,31,1516708140.0,1
1.45,121.76,17,1519701230.0,1
2.06,98.96,10,1519524694.0,1
-8.19,116.43,10,1532815032.0,1
-9.68,117.43,10,1530909681.0,1
-8.82,116.28,10,1532837394.0,1
1.83,124.44,297,1518612919.0,1
-8.11,119.28,20,1519833472.0,1
-8.78,124.64,140,1533063355.0,1
-7.66,109.31,25,1530005692.0,1
-8.87,116.15,10,1532808879.0,1
-3.95,102.44,10,1517727147.0,1
-1.05,100.17,61,1517746133.0,1
-0.84,131.06,10,1517551085.0,1
-9.52,118.28,22,1525862603.0,1
0.96,122.64,24,1526011738.0,1
1.96,99.2,10,1519534408.0,1
-6.43,106.35,10,1519676121.0,1
-0.68,131.49,26,1517918861.0,1
-8.64,116.45,22,1532922948.0,1
-0.1,123.25,144,1516386200.0,1
-3.11,130.69,10,1519259510.0,1
-8.05,117.26,10,1519363463.0,1
-2.84,140.23,10,1529326594.0,1
-0.68,131.49,26,1517918861.0,1
-8.77,116.45,21,1532897855.0,1
-7.11,106.26,10,1516706483.0,1
-0.2,122.68,10,1528301822.0,1
-8.44,117.49,191,1527971655.0,1
-3.17,130.55,10,1517411043.0,1
-8.89,116.36,10,1532872833.0,1
-0.29,124.45,79,1519834580.0,1
1.02,122.67,40,1519517182.0,1
-8.99,114.96,10,1515373714.0,1
-0.24,123.07,63,1514755853.0,1
-8.33,116.64,10,1533251094.0,1
-5.81,103.77,10,1517797268.0,1
0.36,122.03,24,1515865760.0,1
-7.73,106.95,15,1526321175.0,1
-8.81,116.54,15,1532855846.0,1
-8.09,106.03,10,1517557382.0,1
-9.45,112.35,20,1529382590.0,1
-8.8,116.22,10,1532844791.0,1
-0.11,121.98,10,1516390394.0,1
-1.1,127.56,39,1527161542.0,2
-9.56,112.84,11,1531980557.0,2
-2.89,128.04,27,1527095905.0,2
-7.88,106.59,10,1533003209.0,2
0.9,126.55,10,1516389513.0,2
-9.51,124.12,72,1518284298.0,2
-0.08,125.03,13,1518417771.0,2
-0.67,123.4,10,1525769337.0,2
-7.99,123.7,186,1519003860.0,2
4.95,95.94,10,1519218793.0,2
-7.04,105.75,48,1515534332.0,2
-2.76,140.32,10,1527194645.0,2
-7.51,119.25,279,1528757274.0,2
-1.71,99.66,75,1532601143.0,2
-9.79,116.62,24,1532448299.0,2
-6.22,105.7,10,1525948606.0,2
-7.91,120.15,10,1525701091.0,2
-0.23,125.63,10,1517921914.0,2
1.6,127.27,111,1517739824.0,2
0.28,96.82,48,1518559778.0,2
-2.89,127.33,70,1518157249.0,2
-8.99,123.38,97,1517527352.0,2
-2.95,130.62,27,1529835468.0,2
-0.26,126.7,10,1526189525.0,2
0.92,122.72,15,1526828054.0,2
-6.76,105.3,13,1525946952.0,2
-8.77,111.81,43,1518169651.0,2
-9.49,111.91,10,1518966317.0,2
-8.91,110.95,10,1518957363.0,2
-8.95,112.75,30,1519089788.0,2
-9.81,112.81,10,1532053056.0,2
3.72,126.58,12,1514861581.0,2
-4.43,102.17,10,1516827441.0,2
-8.17,118.83,10,1516953307.0,2
0.7,124.77,14,1530584649.0,2
0.31,124.71,14,1530571643.0,2
-7.59,121.21,424,1517602907.0,2
1.02,127.33,157,1530256065.0,2
0.06,125.85,10,1516109647.0,2
-9.99,119.27,18,1518682822.0,2
-8.51,116.45,13,1532807768.0,2
-0.46,124.06,13,1518893955.0,2
-3.53,127.38,29,1518398472.0,2
1.22,126.13,12,1517628005.0,2
-7.5,128.56,190,1516529526.0,2
-3.88,122.88,186,1532371564.0,2
-0.68,100.17,85,1519572730.0,2
-0.23,125.63,10,1517921914.0,2
4.05,126.6,29,1529881658.0,2
-8.3,120.28,189,1518329934.0,2
-6.01,102.49,10,1533205023.0,2
-9.05,111.51,10,1516528484.0,2
-3.56,128.38,99,1519418226.0,2
-9.47,112.83,10,1532715723.0,2
-4.92,103.43,69,1533163531.0,2
-0.76,99.45,12,1518481300.0,2
-6.35,104.96,19,1530486895.0,2
-9.4,112.84,10,1532715008.0,2
-9.53,112.8,10,1532427981.0,2
-1.29,120.49,10,1517479262.0,2
0.68,99.94,10,1525193154.0,2
-6.9,106.42,12,1530917496.0,2
-7.19,105.98,19,1516668785.0,2
-9.41,107.32,10,1516087732.0,2
3.08,126.13,55,1527170918.0,2
-9.58,117.51,24,1515382205.0,2
-8.3,123.1,233,1517708804.0,2
-8.26,117.96,170,1518406323.0,2
-8.79,122.32,109,1531897837.0,2
-8.81,112.45,40,1528164077.0,2
-0.74,124.34,21,1517035249.0,2
-8.73,111.6,17,1518285939.0,2
-1.29,120.49,10,1517479262.0,2
-4.1,103.1,10,1518772439.0,2
-2.8,102.32,174,1517922029.0,2
-6.11,103.01,14,1519586003.0,2
-2.2,121.42,10,1525266420.0,2
-1.85,99.74,10,1532770238.0,2
0.41,119.94,60,1530920312.0,2
1.61,127.37,88,1529350368.0,2
-1.28,120.47,10,1518849900.0,2
1.88,125.63,100,1519689434.0,2
-3.98,130.08,27,1517777996.0,2
0.94,121.04,23,1530140592.0,2
-7.94,107.0,28,1517276562.0,2
-10.52,120.4,15,1519148468.0,2
1.16,125.47,40,1515000084.0,2
-7.99,123.7,186,1519003860.0,2
-8.93,112.68,34,1530719981.0,2
-2.76,126.71,14,1519628150.0,2
-8.34,108.12,24,1518539521.0,2
-2.7,126.75,20,1519804913.0,2
-1.28,120.77,10,1517067312.0,2
-6.34,103.67,10,1518612837.0,2
1.11,126.47,17,1531982074.0,2
3.39,126.01,51,1517486784.0,2
-9.62,117.38,19,1517551208.0,2
3.4,96.08,10,1517814612.0,2
-2.76,129.49,67,1515486961.0,2
-0.82,120.33,10,1516203157.0,2
4.12,127.66,148,1532855271.0,2
-7.8,107.12,32,1528778461.0,2
-9.69,105.77,10,1515232512.0,2
-7.87,106.28,10,1519572922.0,2
-8.36,111.43,105,1518953848.0,2
-0.13,123.0,146,1518307060.0,2
1.1,100.08,202,1515224360.0,2
-1.31,120.54,10,1517575914.0,2
-0.72,101.24,188,1525957776.0,2
-2.17,101.76,157,1517770605.0,2
2.02,99.04,10,1519530576.0,2
-8.95,110.27,42,1527436744.0,2
-7.59,106.68,23,1518021782.0,2
-1.27,120.32,10,1525966880.0,2
-8.35,119.9,156,1529375647.0,2
-6.12,103.56,20,1532206723.0,2
3.05,127.87,13,1529279982.0,2
-3.33,128.56,10,1518740936.0,2
-7.61,119.32,271,1515090013.0,2
-9.07,118.38,59,1518902241.0,2
-0.98,127.48,10,1529807143.0,2
0.53,122.55,188,1532320256.0,2
-9.36,118.37,19,1527534644.0,2
-3.2,130.68,10,1519260843.0,2
-3.46,101.72,30,1518900317.0,2
-2.01,126.77,10,1517704646.0,2
-0.77,98.55,12,1518059487.0,2
1.14,126.98,29,1526197696.0,2
-8.78,123.18,141,1516006542.0,2
-1.17,126.86,10,1517850526.0,2
-0.09,123.73,96,1518122083.0,2
-7.81,105.93,10,1518718451.0,2
-9.43,125.33,10,1530530524.0,2
-3.9,133.62,29,1526656882.0,2
-0.23,122.93,55,1516900742.0,2
0.0,120.51,74,1519449918.0,2
-6.77,105.43,18,1519189193.0,2
-1.31,120.54,10,1517575914.0,2
-2.61,126.74,10,1519680494.0,2
-1.34,120.45,20,1517927252.0,2
-8.14,120.06,177,1518018888.0,2
-9.73,118.58,14,1515084304.0,2
-2.32,101.21,74,1518387364.0,2
-9.13,119.21,18,1519447730.0,2
-7.7,105.9,10,1529637504.0,2
2.3,126.76,10,1531047134.0,2
-8.2,116.45,10,1532809654.0,2
-9.21,119.01,27,1518058544.0,2
1.07,99.51,10,1530141196.0,2
-2.61,133.26,11,1532682745.0,2
-4.28,126.35,339,1519248288.0,3
1.89,126.67,30,1517886525.0,3
-5.81,130.69,120,1526355658.0,3
-4.43,129.78,174,1515641460.0,3
4.28,125.98,141,1527538128.0,3
2.98,124.43,319,1518455055.0,3
2.52,126.9,10,1518508267.0,3
-3.11,127.5,14,1518028407.0,3
-9.57,112.83,10,1532122507.0,3
-9.35,110.35,10,1531637161.0,3
-11.32,117.24,91,1532653063.0,3
1.8,96.95,41,1515341386.0,3
-3.13,139.67,40,1525205516.0,3
-1.07,127.29,10,1532934214.0,3
-9.12,110.31,11,1518432741.0,3
-8.82,110.26,27,1530144480.0,3
-6.93,130.07,171,1519450785.0,3
-5.56,131.05,123,1518749349.0,3
-2.75,136.75,21,1530716018.0,3
0.11,124.85,19,1529944367.0,3
2.98,124.43,319,1518455055.0,3
-6.94,122.12,10,1528368559.0,3
-9.37,110.54,10,1527069552.0,3
-9.68,112.8,10,1532010414.0,3
-8.18,116.44,10,1532797530.0,3
-4.64,125.43,488,1517440840.0,3
2.52,126.9,10,1518508267.0,3
3.83,126.68,14,1532844329.0,3
-6.33,105.61,14,1525956185.0,3
-7.8,106.46,14,1517485627.0,3
-2.77,102.22,176,1519513223.0,3
-5.01,102.76,37,1533274821.0,3
-6.05,130.89,139,1525582393.0,3
-9.12,112.09,10,1530046102.0,3
1.91,122.3,10,1519779662.0,3
0.27,125.84,10,1527438260.0,3
-1.1,128.25,26,1526414883.0,3
4.25,126.71,11,1515298547.0,3
3.02,128.3,212,1519700525.0,3
2.87,126.18,28,1526358812.0,3
-0.45,119.82,10,1516137950.0,3
-6.03,133.34,20,1526253428.0,3
3.76,127.85,149,1528401158.0,3
-6.44,103.24,64,1515931915.0,3
-2.87,135.65,16,1516006840.0,3
-4.11,133.62,20,1526976998.0,3
-4.25,102.41,37,1517769102.0,3
-6.87,105.44,10,1518914854.0,3
-4.62,133.58,10,1532173004.0,3
-7.04,128.03,114,1530246147.0,3
-11.05,123.03,10,1519597444.0,3
-2.16,98.61,18,1528874593.0,3
0.63,122.19,82,1518897460.0,3
-7.8,106.46,14,1517485627.0,3
-3.66,138.37,62,1515382865.0,3
0.93,126.85,15,1518247945.0,3
-6.1,130.66,147,1525681430.0,3
0.93,126.85,15,1518247945.0,3
-3.33,99.48,43,1515604929.0,3
1.4,99.7,185,1514851916.0,3
-10.42,112.26,10,1515464398.0,3
-0.1,124.58,23,1514988912.0,3
-3.11,135.3,10,1533153658.0,3
-3.33,131.17,59,1516656333.0,3
-7.52,127.81,110,1519047129.0,3
1.19,128.84,10,1530399938.0,3
0.0,127.22,126,1533088957.0,3
-2.88,127.97,10,1528085178.0,3
1.72,126.2,10,1528896101.0,3
1.91,122.3,10,1519779662.0,3
4.06,126.74,29,1528039892.0,3
-9.12,110.31,11,1518432741.0,3
1.43,127.15,126,1529199863.0,3
-9.44,107.77,30,1528889008.0,3
-2.82,140.54,10,1527959500.0,3
1.17,126.94,14,1526123986.0,3
2.87,126.61,45,1518353869.0,3
1.72,99.56,178,1530961820.0,3
-2.44,121.41,10,1518143072.0,3
-2.77,102.22,176,1519513223.0,3
2.25,128.37,228,1519024914.0,3
-4.73,133.87,76,1525425539.0,3
2.69,128.47,236,1515750646.0,3
-5.21,102.57,21,1525680603.0,3
-7.71,127.69,137,1517695217.0,3
-2.87,129.89,24,1532406812.0,3
-9.51,112.83,10,1532332336.0,3
0.24,122.1,170,1530483390.0,3
-7.25,129.48,194,1519199586.0,3
1.42,122.57,10,1519804457.0,3
4.37,96.23,11,1531299728.0,3
-7.71,127.69,137,1517695217.0,3
-6.69,126.88,459,1530435824.0,3
-2.44,121.41,10,1518143072.0,3
-7.35,120.36,561,1515058362.0,3
-1.85,100.4,29,1519031048.0,3
-6.52,129.86,172,1514868873.0,3
-7.23,106.08,27,1516772404.0,3
-8.39,116.43,10,1532808203.0,3
3.51,126.8,10,1532012349.0,3
-4.86,101.05,49,1518437741.0,3
-5.26,106.07,280,1517798189.0,3
3.05,128.34,27,1527549858.0,3
0.97,127.12,45,1515029365.0,3
-11.59,117.64,10,1514914834.0,3
-2.27,122.45,10,1518878440.0,3
0.32,127.22,137,1529220621.0,3
0.13,122.22,125,1517853801.0,3
1.87,127.09,11,1519777657.0,3
-3.61,139.51,55,1519161233.0,3
-3.56,131.42,17,1515453153.0,3
0.89,122.16,24,1519746703.0,3
4.46,123.21,546,1518264082.0,3
-8.45,119.75,177,1518943389.0,3
-0.38,125.58,10,1515530309.0,3
-8.29,116.73,13,1517497360.0,3
2.74,128.41,213,1526405733.0,3
-4.64,125.43,488,1517440840.0,3
-6.81,129.49,196,1519214211.0,3
-9.01,112.67,28,1530180127.0,3
-2.22,101.44,10,1531389221.0,3
-7.21,106.12,33,1516680582.0,3
1.43,98.27,35,1532539903.0,3
1.34,126.85,40,1528229304.0,3
-6.79,130.67,115,1519543596.0,3
3.15,128.04,24,1519508573.0,3
-0.14,123.33,114,1518339074.0,3
-5.29,129.62,247,1532159621.0,3
-6.2,131.82,108,1531007757.0,3
-7.22,106.12,27,1516669130.0,3
-6.52,130.01,168,1525857600.0,3
-7.76,127.76,105,1519419673.0,3
-8.06,123.99,165,1532650520.0,3
-2.63,105.01,10,1518179870.0,3
-4.86,101.05,49,1518437741.0,3
1.69,95.34,70,1518120151.0,3
4.48,127.02,280,1519029736.0,3
-3.33,127.15,10,1528638995.0,3
-1.37,100.3,38,1532978876.0,3
-8.45,119.75,177,1518943389.0,3
0.21,99.83,127,1531209433.0,3
-10.49,120.35,17,1519147988.0,3
1.17,126.89,12,1526203141.0,3
-9.54,112.86,10,1531979093.0,3
-6.99,129.9,182,1517301424.0,3
1.25,124.56,228,1531423776.0,3
2.16,121.0,13,1516214463.0,3
0.93,126.85,15,1518247945.0,3
4.11,126.69,14,1515288769.0,3
-7.22,129.32,210,1525948357.0,3
-6.19,127.25,454,1518893290.0,4
-6.76,108.5,265,1518306532.0,4
2.55,95.78,16,1515401464.0,4
-10.77,111.67,28,1532859547.0,4
-6.96,113.9,25,1528870002.0,4
-1.57,120.47,12,1526828140.0,4
3.0,125.76,177,1518464066.0,4
1.79,127.19,27,1518474899.0,4
-7.43,128.5,160,1525166493.0,4
-6.28,130.45,133,1518502484.0,4
-8.14,116.45,10,1532808267.0,4
2.74,128.37,222,1528679309.0,4
2.16,96.69,27,1525774452.0,4
-2.18,119.03,11,1516132065.0,4
-7.07,127.21,399,1529131969.0,4
-6.17,129.79,169,1519818280.0,4
2.67,128.47,216,1525315987.0,4
-7.76,105.88,41,1518774763.0,4
-7.71,127.82,147,1528990553.0,4
4.07,125.88,48,1533094516.0,4
-6.28,130.45,133,1518502484.0,4
-4.58,140.48,18,1527105904.0,4
-10.5,115.59,34,1519152282.0,4
-2.55,99.86,21,1529290095.0,4
1.79,127.19,27,1518474899.0,4
-5.0,130.03,190,1528693992.0,4
-6.45,130.2,164,1531055008.0,4
-6.55,127.4,423,1526052322.0,4
-1.88,115.86,17,1525263707.0,4
-7.96,116.84,288,1514798736.0,4
-6.95,129.71,155,1519773314.0,4
-7.49,130.82,39,1531401049.0,4
-6.64,129.92,176,1519527145.0,4
-7.22,106.03,18,1528392457.0,4
-4.96,132.23,13,1528381197.0,4
-6.78,128.08,384,1518725836.0,4
-6.92,129.63,166,1517606968.0,4
-7.52,128.66,174,1515638591.0,4
-1.91,128.93,41,1531057310.0,4
-6.17,119.67,10,1517607881.0,4
-7.69,127.78,146,1517639821.0,4
3.43,126.84,55,1518820258.0,4
-7.94,128.28,12,1532911042.0,4
-9.91,119.01,37,1530659074.0,4
-9.54,112.82,16,1531978252.0,4
4.54,126.84,22,1527947753.0,4
-5.99,102.61,44,1518424699.0,4
-2.86,100.37,38,1519244732.0,4
-8.41,119.7,171,1518377236.0,4
-8.41,119.7,171,1518377236.0,4
-7.41,106.0,10,1519613851.0,4
-7.66,128.08,124,1518807341.0,4
-5.43,103.56,35,1519216246.0,4
-1.3,95.41,10,1528614106.0,4
3.47,125.88,144,1533058303.0,4
2.58,128.27,25,1532062996.0,4
-6.31,130.17,186,1530116112.0,4
-7.6,128.71,126,1517585154.0,4
1.0,98.77,80,1519144849.0,4
3.43,126.84,55,1518820258.0,4
2.57,127.12,10,1519775334.0,4
-2.88,100.06,26,1529882531.0,4
-5.89,102.87,48,1518871937.0,4
-10.65,112.18,25,1526211405.0,4
-7.26,105.95,10,1517665758.0,4
-6.07,103.65,55,1528214431.0,4
-6.28,130.45,133,1518502484.0,4
-6.19,127.25,454,1518893290.0,4
-7.44,129.34,191,1515216818.0,4
-6.27,130.44,184,1517532176.0,4
3.43,126.84,55,1518820258.0,4
-2.01,123.92,10,1516862018.0,4
-7.72,105.95,30,1518732784.0,4
-10.5,115.59,34,1519152282.0,4
-7.66,128.08,124,1518807341.0,4
-9.55,112.85,19,1532789212.0,4
-6.81,102.2,12,1526888314.0,4
4.0,126.73,59,1516252270.0,4
-7.3,128.64,173,1532250861.0,4
-4.86,138.54,10,1531427650.0,4
-6.92,129.63,166,1517606968.0,4
-6.78,128.08,384,1518725836.0,4
-7.52,128.14,155,1518579729.0,4
-7.09,129.8,130,1530236397.0,4
3.18,128.1,140,1519016693.0,4
-7.13,132.04,98,1519797380.0,4
-7.12,125.15,508,1525139337.0,4
-1.29,120.46,10,1518622431.0,4
-0.12,97.31,14,1518561963.0,4
-7.52,128.14,155,1518579729.0,4
-7.84,128.08,134,1516461066.0,4
1.46,126.95,103,1518009778.0,4
-7.47,129.09,138,1525791597.0,4
-9.65,112.84,52,1532004595.0,4
-6.89,129.7,161,1526079183.0,4
-2.71,126.82,28,1519698042.0,4
-8.38,116.57,10,1532793525.0,4
-3.26,104.14,338,1516013558.0,4
-9.63,117.7,79,1518802106.0,4
-7.24,127.76,171,1530525755.0,4
4.49,127.0,10,1514947159.0,4
-2.14,100.62,60,1518404213.0,4
-7.6,128.71,126,1517585154.0,4
-6.37,130.49,248,1517642453.0,4
-5.89,130.34,141,1532814876.0,4
