Lintang,Bujur,Kedalaman(KM),Magnitudo(SR),Timestamp
-7.81,106.04,28,3.0,1518958009.0
-3.94,129.54,10,3.2,1518964734.0
-9.49,111.91,10,3.8,1518966317.0
-7.85,107.83,10,2.2,1518967282.0
-3.78,101.69,29,3.0,1518968116.0
-7.86,107.04,30,2.6,1518977263.0
3.17,98.32,10,3.6,1518980044.0
-6.86,108.01,10,2.8,1518988742.0
-7.96,117.36,10,3.6,1518993953.0
-9.12,116.32,56,3.0,1518995919.0
0.02,122.34,143,2.2,1519002562.0
-7.99,123.7,186,3.7,1519003860.0
-0.34,122.98,19,2.4,1519005362.0
-4.75,132.39,64,5.5,1519011517.0
3.18,128.1,140,4.5,1519016693.0
-7.16,106.1,32,3.8,1519021326.0
2.25,128.37,228,4.1,1519024914.0
1.77,124.3,296,3.1,1519028609.0
-8.36,118.62,199,3.6,1519029150.0
4.48,127.02,280,4.2,1519029736.0
-1.85,100.4,29,4.2,1519031048.0
-8.26,118.83,113,3.3,1519032663.0
-3.1,130.55,10,3.5,1519033680.0
-9.22,119.71,11,3.5,1519045401.0
-0.12,123.77,115,3.5,1519046809.0
-7.52,127.81,110,4.2,1519047129.0
-7.89,106.5,10,3.8,1519047393.0
0.81,99.95,178,4.8,1519070959.0
2.58,133.04,18,4.7,1519081022.0
2.7,133.22,41,4.8,1519081103.0
-9.01,115.67,82,3.6,1519084779.0
-8.95,112.75,30,3.5,1519089788.0
-8.34,124.72,50,2.3,1519090578.0
-0.02,122.82,142,2.4,1519091433.0
-4.5,103.75,166,3.9,1519092040.0
1.48,124.39,222,5.1,1519093767.0
-8.29,125.01,35,2.6,1519097841.0
-8.41,124.51,50,3.0,1519097998.0
-1.32,127.18,10,3.0,1519109103.0
1.16,99.49,10,3.1,1519112327.0
-5.66,103.4,10,3.5,1519112403.0
-8.64,108.1,20,2.8,1519114695.0
1.37,126.25,10,3.3,1519117967.0
2.07,126.47,10,3.4,1519124764.0
-3.21,127.38,31,3.2,1519125642.0
-0.28,123.05,10,4.5,1519127424.0
-5.45,103.72,21,3.0,1519133277.0
-8.06,106.75,13,2.9,1519135876.0
-7.15,125.36,543,4.3,1519140111.0
1.0,98.77,80,4.8,1519144849.0
-7.84,112.55,10,2.9,1519145131.0
-0.71,127.2,60,5.0,1519146252.0
-1.29,130.86,20,2.8,1519147193.0
-10.49,120.35,17,4.3,1519147988.0
-10.52,120.4,15,3.9,1519148468.0
-10.5,115.59,34,4.9,1519152282.0
-5.26,131.66,28,4.3,1519157089.0
-8.9,116.9,10,2.1,1519160722.0
-3.61,139.51,55,4.3,1519161233.0
-0.07,124.2,20,3.4,1519166029.0
1.12,126.77,21,3.6,1519167172.0
2.36,98.94,135,3.8,1519170651.0
-10.2,119.04,19,2.9,1519171874.0
2.33,98.95,132,3.3,1519175799.0
-8.23,125.46,10,3.8,1519180110.0
-0.1,123.2,135,2.5,1519180809.0
-2.85,120.01,23,2.5,1519187814.0
-6.77,105.43,18,3.7,1519189193.0
-8.74,118.96,104,3.2,1519195777.0
-7.25,129.48,194,4.4,1519199586.0
-8.53,108.32,52,3.2,1519210119.0
-6.82,130.16,157,4.2,1519211160.0
-3.44,129.83,13,3.1,1519212629.0
-2.51,128.69,22,3.7,1519213826.0
-8.97,112.79,12,3.3,1519213919.0
-6.81,129.49,196,4.1,1519214211.0
-5.43,103.56,35,4.6,1519216246.0
4.95,95.94,10,3.7,1519218793.0
4.49,96.27,11,2.5,1519220378.0
-4.06,130.32,93,3.3,1519221076.0
-7.63,128.34,199,4.5,1519221368.0
-8.64,119.69,159,2.9,1519221804.0
-5.66,103.57,52,2.9,1519222229.0
-9.32,125.56,10,2.8,1519223252.0
-0.07,123.46,141,2.8,1519227394.0
2.61,122.3,555,3.8,1519228440.0
1.04,121.76,31,2.7,1519229490.0
-8.81,111.02,10,2.7,1519229581.0
-7.93,107.88,28,2.1,1519231529.0
-9.46,117.9,24,2.9,1519231558.0
-2.86,100.37,38,4.9,1519244732.0
-9.08,111.23,12,3.0,1519246463.0
-4.28,126.35,339,4.3,1519248288.0
-0.05,126.95,98,4.4,1519250600.0
-8.89,118.11,16,3.1,1519251921.0
-7.05,105.26,10,3.3,1519252821.0
-3.17,130.75,24,5.3,1519258769.0
-3.18,130.77,17,5.2,1519258901.0
-3.11,130.69,10,3.3,1519259510.0
-3.2,130.68,10,3.6,1519260843.0
-8.57,118.44,18,2.4,1519261145.0
-3.11,130.73,13,3.4,1519261887.0
-9.16,111.22,10,4.1,1519269579.0
-9.71,119.93,44,2.9,1519270002.0
-3.16,130.73,10,3.2,1519271078.0
-3.0,128.21,10,3.2,1519272310.0
0.67,122.62,32,3.1,1519279968.0
-5.01,131.35,80,4.6,1519291445.0
1.94,126.36,10,3.8,1519294429.0
0.31,121.79,179,2.5,1519294725.0
0.73,121.92,77,2.1,1519296103.0
-8.13,107.67,26,2.8,1519335971.0
-5.37,129.72,193,4.8,1519345238.0
0.13,98.01,44,3.0,1519347333.0
-0.19,122.88,13,2.4,1519351148.0
-10.49,115.98,50,3.3,1519351635.0
1.38,126.73,19,3.4,1519352329.0
-8.7,115.53,97,3.7,1519353133.0
-8.27,119.0,13,3.4,1519354130.0
-1.32,120.31,10,3.5,1519355335.0
-3.05,130.77,10,4.2,1519357353.0
-8.94,116.13,71,2.8,1519361630.0
-3.3,130.53,32,2.9,1519362384.0
-9.82,125.0,12,2.9,1519363304.0
-8.05,117.26,10,3.3,1519363463.0
-8.99,112.8,29,2.9,1519367631.0
0.68,122.42,69,2.4,1519370849.0
-1.66,130.94,68,2.3,1519372063.0
1.56,122.31,10,2.3,1519372565.0
-4.76,139.4,48,4.6,1519372574.0
-5.41,103.35,34,3.7,1519375664.0
-8.16,123.27,10,3.8,1519376977.0
-0.23,100.29,151,3.6,1519398397.0
0.21,121.75,183,2.5,1519400299.0
-0.02,122.73,50,2.4,1519401045.0
1.96,99.03,10,2.9,1519405262.0
2.38,98.76,10,4.5,1519409832.0
-7.9,117.8,19,3.4,1519410782.0
-7.1,113.25,15,2.7,1519411121.0
-8.39,123.12,10,3.1,1519411526.0
0.27,122.84,19,2.8,1519412971.0
-0.58,121.28,22,3.1,1519415645.0
-3.56,128.38,99,3.6,1519418226.0
-8.92,116.84,10,2.3,1519419063.0
-7.76,127.76,105,4.1,1519419673.0
-6.59,108.56,10,2.6,1519420735.0
-7.24,129.41,62,4.3,1519421111.0
-10.1,119.01,35,3.3,1519422444.0
-1.4,120.48,10,3.6,1519422964.0
-3.05,86.41,10,5.0,1519429874.0
2.03,98.91,10,5.0,1519441354.0
1.94,99.07,11,3.3,1519442384.0
2.04,99.02,10,3.3,1519443468.0
1.94,99.29,13,3.1,1519444199.0
-9.13,119.21,18,3.7,1519447730.0
0.0,120.51,74,3.8,1519449918.0
-6.93,130.07,171,4.4,1519450785.0
0.53,122.19,109,2.9,1519454746.0
1.26,122.02,32,2.7,1519455225.0
-0.37,123.06,61,2.9,1519457006.0
-11.2,109.22,10,4.4,1519457133.0
-3.57,128.97,88,4.2,1519460135.0
-3.1,127.48,10,3.7,1519467912.0
-3.13,130.73,16,4.9,1519482339.0
-0.3,122.09,13,2.4,1519499791.0
-3.06,130.59,10,2.4,1519501073.0
4.77,96.19,10,3.2,1519503595.0
-3.29,101.62,36,4.1,1519504029.0
3.15,128.04,24,4.2,1519508573.0
-3.43,127.59,10,2.7,1519508930.0
-8.98,112.79,29,3.4,1519511416.0
-2.77,102.22,176,4.0,1519513223.0
-1.14,126.86,12,4.1,1519515654.0
1.02,122.67,40,2.9,1519517182.0
-9.33,117.9,25,2.5,1519520666.0
2.05,99.09,10,2.8,1519522041.0
-9.83,118.65,16,2.7,1519523519.0
-7.94,107.09,32,2.4,1519523908.0
2.06,98.96,10,2.5,1519524694.0
-6.64,129.92,176,4.6,1519527145.0
-7.39,107.08,128,3.3,1519530270.0
2.02,99.04,10,3.5,1519530576.0
2.0,99.07,10,3.1,1519531855.0
0.27,121.07,138,3.1,1519533288.0
2.03,98.98,10,3.9,1519534058.0
1.96,99.2,10,2.7,1519534408.0
-0.42,99.24,79,4.2,1519543399.0
-6.79,130.67,115,4.3,1519543596.0
-9.13,112.73,10,3.8,1519552100.0
-9.06,112.77,62,3.8,1519552102.0
2.56,96.02,30,5.0,1519556861.0
-7.02,129.61,140,4.8,1519561325.0
-0.05,119.96,10,3.4,1519561766.0
0.3,122.68,34,2.3,1519564354.0
-0.68,100.17,85,3.8,1519572730.0
-7.87,106.28,10,3.9,1519572922.0
-7.27,129.44,175,4.3,1519579470.0
0.32,122.15,16,2.3,1519580137.0
-6.11,103.01,14,3.6,1519586003.0
-9.05,124.13,10,3.1,1519592573.0
-10.37,138.31,13,5.0,1519594665.0
-0.06,121.83,174,3.5,1519595841.0
-11.05,123.03,10,4.4,1519597444.0
2.83,128.6,91,4.2,1519597560.0
-9.51,116.11,25,3.1,1519604071.0
-7.86,106.54,10,3.1,1519611441.0
-7.41,106.0,10,4.5,1519613851.0
0.71,124.68,10,2.8,1519617482.0
-2.72,126.79,28,6.0,1519626895.0
-2.76,126.71,14,3.5,1519628150.0
-2.68,126.62,10,3.3,1519637904.0
-2.65,126.6,30,3.1,1519638935.0
-2.71,126.56,10,3.3,1519639437.0
-9.25,124.98,13,3.4,1519639679.0
-3.0,126.29,41,3.5,1519644056.0
-3.75,101.69,27,3.4,1519671667.0
-9.49,116.08,10,3.3,1519674469.0
-6.73,106.67,14,2.9,1519676102.0
-6.43,106.35,10,3.2,1519676121.0
-2.61,126.74,10,3.7,1519680494.0
-8.2,115.17,10,2.8,1519684416.0
1.88,125.63,100,3.7,1519689434.0
-6.17,105.39,140,3.9,1519697278.0
-2.71,126.82,28,4.9,1519698042.0
3.02,128.3,212,4.3,1519700525.0
-2.71,127.32,10,3.2,1519700927.0
1.45,121.76,17,2.8,1519701230.0
-3.11,130.72,10,3.4,1519704124.0
-7.78,123.94,271,3.4,1519705271.0
-3.13,130.74,12,3.1,1519719542.0
2.05,99.01,10,2.9,1519738932.0
-7.11,106.97,10,2.2,1519739760.0
-7.2,106.9,10,2.6,1519740392.0
-7.03,105.17,10,3.5,1519744341.0
1.73,125.31,158,3.4,1519745225.0
0.89,122.16,24,4.1,1519746703.0
0.26,100.26,170,4.0,1519749911.0
-7.16,106.09,18,2.9,1519754479.0
-3.27,103.01,156,3.3,1519754900.0
-3.07,127.99,12,3.1,1519762824.0
-6.02,128.81,322,4.5,1519768398.0
-6.85,107.69,37,1.9,1519768608.0
-3.13,130.75,12,3.1,1519772394.0
-6.95,129.71,155,4.9,1519773314.0
-7.33,106.19,16,2.8,1519775333.0
2.57,127.12,10,4.5,1519775334.0
1.87,127.09,11,4.4,1519777657.0
1.91,122.3,10,4.3,1519779662.0
-7.47,107.21,111,2.6,1519780422.0
-10.38,119.63,48,3.4,1519783830.0
0.26,122.43,132,2.1,1519793321.0
-2.72,126.73,10,3.8,1519796803.0
-7.13,132.04,98,4.7,1519797380.0
1.12,121.76,10,2.9,1519798466.0
-9.33,114.09,10,3.4,1519803198.0
0.71,122.52,10,2.1,1519804260.0
-5.39,102.56,56,2.6,1519804384.0
1.42,122.57,10,4.0,1519804457.0
1.32,122.49,12,3.9,1519804459.0
-2.7,126.75,20,3.6,1519804913.0
-7.58,120.19,366,3.3,1519805103.0
-1.5,120.18,10,4.6,1519807993.0
-1.46,119.98,10,3.2,1519808921.0
-1.46,120.04,10,4.0,1519809437.0
-3.47,132.62,34,3.6,1519810279.0
-1.44,119.96,31,3.0,1519811410.0
-4.8,131.2,10,4.8,1519812953.0
-11.26,117.73,77,3.7,1519815244.0
-6.17,129.79,169,4.9,1519818280.0
-7.4,106.5,61,2.5,1519820126.0
1.47,120.97,19,3.2,1519821860.0
-5.1,129.9,211,4.3,1519822314.0
-9.77,117.93,19,2.9,1519825926.0
0.0,122.96,10,2.6,1519826831.0
-7.16,107.46,10,2.3,1519829282.0
-8.23,115.47,10,2.4,1519831349.0
-0.41,119.63,18,3.9,1519831994.0
-8.23,115.53,10,2.6,1519832657.0
-8.11,119.28,20,2.8,1519833472.0
-4.19,102.54,52,2.8,1519833511.0
-0.29,124.45,79,3.2,1519834580.0
-8.78,122.0,22,2.8,1519835595.0
-7.25,106.86,10,3.0,1525114640.0
-7.17,106.9,10,2.3,1525114954.0
0.71,98.12,45,3.0,1525115883.0
-3.26,131.3,10,3.4,1525119478.0
-3.29,127.96,10,2.4,1525126698.0
-9.35,114.95,14,3.3,1525129402.0
-8.79,118.38,110,5.0,1525130011.0
0.62,121.23,53,2.0,1525135787.0
-8.71,111.42,21,2.9,1525135875.0
-7.12,125.15,508,4.7,1525139337.0
-7.27,106.84,10,2.7,1525140777.0
-0.09,123.1,130,2.2,1525141138.0
0.6,122.15,16,1.5,1525145029.0
-0.03,123.29,128,2.4,1525147599.0
-7.43,128.5,160,4.6,1525166493.0
-3.87,137.09,14,5.2,1525167205.0
0.14,125.86,10,3.7,1525172490.0
3.8,124.48,331,3.7,1525173993.0
2.37,126.84,10,5.0,1525178007.0
1.86,126.52,54,5.2,1525183761.0
0.58,99.97,10,3.7,1525185121.0
3.17,98.56,10,3.5,1525192946.0
0.68,99.94,10,3.7,1525193154.0
-3.13,139.67,40,4.1,1525205516.0
-9.2,123.03,91,2.8,1525215015.0
3.2,127.96,74,4.2,1525217210.0
1.73,122.12,178,2.4,1525226074.0
-1.89,128.95,28,3.8,1525230952.0
0.13,126.86,12,3.6,1525233268.0
-6.73,106.63,10,3.2,1525234276.0
-1.07,99.63,35,3.7,1525239093.0
-6.39,130.45,195,3.8,1525248056.0
-8.48,115.84,28,3.5,1525252296.0
-8.18,107.93,40,2.6,1525252994.0
-6.9,129.99,194,4.4,1525254002.0
0.26,122.15,153,1.8,1525258236.0
0.2,121.33,156,2.0,1525261817.0
0.39,122.15,169,1.3,1525263475.0
1.3,126.45,10,3.1,1525263504.0
-1.88,115.86,17,4.5,1525263707.0
-2.2,121.42,10,3.6,1525266420.0
-6.46,111.1,15,4.3,1525276068.0
-7.54,106.68,33,2.7,1525288583.0
-7.15,109.66,10,2.9,1525290385.0
-7.14,106.93,10,2.5,1525291311.0
1.38,122.61,81,2.5,1525293331.0
-7.91,123.81,10,3.3,1525293358.0
-0.78,99.57,10,3.0,1525296369.0
1.87,127.31,10,4.2,1525298091.0
0.56,98.61,16,4.1,1525302365.0
-7.18,105.29,21,4.3,1525306453.0
-8.58,112.53,102,3.1,1525307605.0
2.67,128.47,216,4.9,1525315987.0
-1.53,137.93,30,5.1,1525318796.0
-8.1,118.01,17,2.7,1525327988.0
1.48,123.0,10,4.1,1525329213.0
-8.72,122.91,79,2.4,1525336179.0
0.61,125.52,22,3.7,1525338038.0
-0.31,123.03,26,3.2,1525338671.0
-2.24,139.14,27,4.8,1525355548.0
-0.11,123.18,134,3.7,1525360620.0
-3.48,101.85,28,3.0,1525361991.0
-6.03,128.85,343,4.8,1525366567.0
-9.18,123.71,82,3.4,1525371327.0
0.15,98.62,27,3.4,1525374331.0
-7.15,106.89,10,2.6,1525378940.0
-7.3,120.72,567,4.6,1525378964.0
-9.06,111.31,10,3.2,1525390712.0
-0.13,120.12,11,3.9,1525397863.0
-2.71,140.13,38,2.4,1525404228.0
0.04,126.79,33,3.8,1525408362.0
-8.95,112.52,30,3.3,1525409495.0
-0.13,123.9,86,3.7,1525410200.0
1.22,121.52,19,2.0,1525411520.0
-4.02,128.78,11,3.2,1525412561.0
1.74,98.07,10,2.9,1525416624.0
-7.08,106.95,10,2.1,1525424680.0
-4.73,133.87,76,4.2,1525425539.0
-4.64,133.9,82,4.1,1525425981.0
1.66,121.55,10,4.0,1525426761.0
3.02,128.99,81,4.2,1525435010.0
3.06,128.96,78,4.1,1525435313.0
-7.16,106.92,10,3.1,1525436145.0
-7.15,106.93,10,2.2,1525437438.0
-9.94,121.73,10,3.0,1525440653.0
-2.89,139.87,38,4.2,1525440937.0
-0.21,122.99,60,3.5,1525449537.0
-5.95,104.05,10,3.9,1525453600.0
-9.25,124.04,57,3.1,1525464062.0
-0.07,125.83,12,4.0,1525467107.0
-8.74,111.46,15,2.9,1525467801.0
-8.52,119.39,142,3.7,1525471474.0
-3.22,130.59,10,3.0,1525472149.0
-8.77,117.81,17,2.9,1525472434.0
-9.89,118.93,38,3.4,1525481887.0
-11.48,118.25,10,4.3,1525484932.0
-0.73,99.93,56,3.4,1525492104.0
-9.72,119.44,40,3.5,1525497169.0
-5.78,133.67,22,5.0,1525512163.0
1.91,98.94,122,4.7,1525528975.0
0.04,126.65,12,4.0,1525533536.0
-7.16,129.75,199,4.7,1525534855.0
-0.29,122.98,63,3.3,1525534869.0
0.24,123.27,240,4.5,1525542720.0
0.24,121.84,165,2.8,1525545162.0
-7.84,106.61,23,3.2,1525545671.0
0.59,119.73,12,3.2,1525552339.0
-8.31,114.66,11,2.6,1525555446.0
-2.55,140.17,42,4.1,1525557769.0
-2.74,129.84,74,3.4,1525559608.0
0.52,121.95,149,1.9,1525563009.0
-3.62,126.36,81,3.6,1525566366.0
-0.76,131.28,24,2.3,1525567764.0
0.8,122.64,14,2.6,1525573061.0
1.3,98.85,65,2.9,1525574794.0
0.65,127.05,10,3.5,1525580239.0
1.83,126.4,65,3.7,1525580427.0
-5.5,131.16,80,3.8,1525581343.0
0.9,126.13,10,3.2,1525581843.0
-6.05,130.89,139,4.4,1525582393.0
0.91,126.02,15,3.1,1525583935.0
0.53,120.51,16,2.5,1525584872.0
-8.15,115.43,16,2.6,1525585997.0
-9.1,124.09,33,3.2,1525586306.0
-7.11,129.76,127,4.9,1525593460.0
2.32,122.83,452,3.9,1525595410.0
1.71,127.52,117,3.8,1525596659.0
-0.99,120.06,10,3.2,1525603080.0
-1.6,135.59,10,4.2,1525613305.0
-9.54,117.9,29,3.4,1525619173.0
-3.27,131.0,27,3.3,1525622134.0
-11.31,118.65,10,4.7,1525627942.0
-9.7,124.01,67,3.6,1525628637.0
-0.15,123.25,121,2.2,1525657857.0
-2.96,129.13,10,3.6,1525662382.0
0.87,122.26,154,1.9,1525669384.0
-3.6,131.96,10,3.8,1525672855.0
-5.21,102.57,21,4.0,1525680603.0
-6.1,130.66,147,4.3,1525681430.0
-8.85,118.78,86,4.5,1525683554.0
2.64,126.34,28,3.7,1525691212.0
-7.98,117.55,15,3.3,1525693759.0
-6.94,106.28,82,2.6,1525693899.0
-4.51,125.84,418,4.5,1525694495.0
1.36,122.96,18,2.6,1525695956.0
-9.18,119.03,76,3.9,1525696266.0
-0.66,97.05,10,3.5,1525696854.0
-6.94,129.22,135,4.5,1525698759.0
-7.91,120.15,10,3.6,1525701091.0
-6.83,129.88,193,4.9,1525717279.0
1.52,99.46,151,4.1,1525724775.0
-8.38,119.66,167,3.3,1525726122.0
-1.85,139.05,10,3.0,1525728750.0
-2.83,129.92,51,3.3,1525730535.0
-2.43,120.91,10,4.2,1525744579.0
-1.55,126.46,13,3.9,1525745432.0
-2.54,120.93,10,3.1,1525748607.0
-6.91,129.92,112,4.2,1525758722.0
-1.5,119.43,10,3.4,1525763034.0
-0.67,123.4,10,3.7,1525769337.0
-8.48,123.9,116,2.9,1525769402.0
-7.23,106.87,10,3.0,1525770559.0
2.16,96.69,27,4.5,1525774452.0
-2.39,121.11,10,3.4,1525774878.0
-0.27,123.0,11,2.4,1525776886.0
-2.87,129.99,30,2.9,1525777804.0
-7.47,129.09,138,4.6,1525791597.0
1.92,122.4,320,2.8,1525791879.0
0.64,125.12,14,3.3,1525792422.0
0.59,121.28,31,2.0,1525792823.0
-7.76,122.76,247,3.5,1525793265.0
-9.49,113.97,10,3.7,1525794542.0
1.6,127.29,84,4.2,1525802394.0
0.47,125.66,10,3.1,1525803543.0
0.05,123.28,10,2.8,1525807999.0
0.03,96.88,25,3.5,1525823188.0
0.18,122.32,10,1.8,1525823372.0
4.03,126.13,118,3.6,1525853672.0
0.88,126.07,10,3.4,1525854101.0
-6.52,130.01,168,4.3,1525857600.0
-9.52,118.28,22,3.3,1525862603.0
1.08,126.12,25,2.9,1525863198.0
1.35,122.54,10,4.0,1525864490.0
-1.47,119.63,10,2.9,1525870106.0
-5.09,102.23,21,3.4,1525870308.0
-1.6,138.63,10,2.7,1525871144.0
-3.44,131.2,10,3.2,1525871839.0
-6.47,104.81,66,5.4,1525875959.0
-0.04,98.6,36,3.5,1525879086.0
2.93,128.3,209,4.1,1525880289.0
-9.67,117.4,101,2.5,1525899507.0
-3.62,133.79,15,3.2,1525902612.0
-7.48,106.65,33,2.8,1525907057.0
0.96,124.9,32,3.2,1525912173.0
1.0,126.12,65,5.4,1525916393.0
0.85,126.19,10,4.0,1525917929.0
2.31,128.21,75,4.1,1525918062.0
-8.78,110.4,28,3.1,1525919292.0
0.99,126.1,10,3.5,1525919872.0
0.87,126.03,10,3.3,1525920257.0
1.32,121.63,11,2.2,1525922232.0
3.27,98.47,10,3.7,1525922958.0
1.0,126.06,10,4.4,1525927033.0
0.93,126.12,16,3.3,1525927983.0
-7.49,107.01,30,2.7,1525928454.0
-6.82,108.12,10,2.6,1525929625.0
-6.84,108.13,17,2.4,1525931640.0
-2.27,139.67,10,2.8,1525931750.0
0.3,121.81,196,2.4,1525937052.0
-6.59,104.87,10,3.8,1525937472.0
0.93,126.05,10,2.9,1525940292.0
0.96,126.14,10,3.0,1525942556.0
-9.12,115.24,10,2.8,1525944868.0
2.12,96.54,42,4.4,1525945602.0
-6.76,105.3,13,3.7,1525946952.0
0.28,126.59,26,2.8,1525947878.0
-7.22,129.32,210,4.4,1525948357.0
-6.22,105.7,10,3.6,1525948606.0
5.36,95.74,10,3.6,1525949186.0
-6.94,105.24,17,3.8,1525950117.0
-6.64,105.38,10,3.9,1525953675.0
0.88,126.06,10,3.4,1525954265.0
0.88,126.08,10,3.5,1525954918.0
1.14,121.79,10,3.5,1525955574.0
-6.33,105.61,14,4.1,1525956185.0
-0.72,101.24,188,3.8,1525957776.0
0.94,126.11,10,3.5,1525960559.0
-9.61,118.29,10,2.6,1525963865.0
-1.27,120.32,10,3.6,1525966880.0
3.56,126.99,53,4.7,1525967534.0
2.14,98.31,30,3.3,1525970812.0
-6.57,105.43,21,4.1,1525971470.0
-0.18,122.62,10,2.7,1525975998.0
-3.03,127.5,27,3.4,1525978894.0
1.08,98.26,34,3.2,1525988283.0
-7.79,117.3,283,4.8,1525998793.0
-9.35,112.42,10,4.6,1526000063.0
-6.65,129.85,185,5.1,1526003851.0
-10.21,119.22,23,3.3,1526009081.0
0.96,122.64,24,2.2,1526011738.0
0.49,121.64,16,2.4,1526020975.0
3.34,128.26,84,4.8,1526023774.0
-1.19,129.93,24,2.9,1526027796.0
-3.46,99.36,76,3.8,1526031242.0
-9.69,114.58,35,3.8,1526031683.0
4.33,123.45,520,3.9,1526032175.0
0.86,126.06,10,3.1,1526040158.0
-6.45,129.99,117,4.5,1526050531.0
-6.55,127.4,423,4.6,1526052322.0
-0.2,124.62,37,3.3,1526057188.0
-6.89,129.7,161,4.8,1526079183.0
-7.03,111.29,13,3.6,1526093977.0
-7.83,106.59,10,3.5,1526105290.0
-8.1,122.45,184,4.0,1526115569.0
0.9,126.11,10,3.2,1526116262.0
-2.58,140.2,77,3.6,1526117554.0
-2.89,140.13,52,1.9,1526122693.0
1.21,126.96,22,4.7,1526123721.0
1.17,126.94,14,4.2,1526123986.0
0.75,97.41,17,2.8,1526126929.0
-2.62,138.41,20,3.2,1526137514.0
3.51,126.9,42,4.4,1526137644.0
-9.06,123.91,30,2.9,1526147313.0
0.36,98.7,17,3.2,1526148204.0
-8.77,107.24,10,3.3,1526150235.0
-3.9,118.87,15,3.4,1526161192.0
0.9,122.57,167,1.7,1526161423.0
-8.04,116.73,288,4.2,1526167103.0
-7.37,106.78,10,2.9,1526167396.0
0.9,126.16,10,3.4,1526172834.0
-2.61,130.0,21,2.9,1526174049.0
1.23,126.93,16,3.2,1526183615.0
-0.26,126.7,10,3.7,1526189525.0
-6.17,124.84,602,5.1,1526190006.0
1.14,126.98,29,3.8,1526197696.0
1.17,126.89,12,4.2,1526203141.0
0.0,122.94,15,2.7,1526203940.0
-5.21,104.31,10,3.2,1526206659.0
-10.65,112.18,25,4.5,1526211405.0
-1.32,120.74,18,3.8,1526224406.0
2.12,96.71,22,3.7,1526237534.0
-5.29,103.85,54,3.1,1526240654.0
1.05,122.72,26,2.5,1526251692.0
-6.03,133.34,20,4.4,1526253428.0
-0.64,123.54,26,2.8,1526253831.0
-0.36,122.05,10,2.6,1526255202.0
-7.75,111.84,12,2.5,1526272424.0
0.55,121.4,13,1.7,1526273429.0
0.22,121.1,14,2.4,1526276640.0
-1.93,133.39,19,2.8,1526276781.0
-9.09,113.13,15,4.1,1526277702.0
-6.29,107.4,283,3.9,1526280610.0
-6.01,105.48,10,3.4,1526281356.0
0.55,122.08,17,2.5,1526281800.0
-2.71,128.93,10,3.2,1526285452.0
1.34,121.62,17,1.7,1526287140.0
-8.28,111.22,108,3.3,1526292835.0
-9.78,124.55,10,3.1,1526296132.0
1.2,98.88,77,3.5,1526296992.0
3.74,96.2,18,3.2,1526311054.0
-6.83,125.71,515,4.5,1526314243.0
-9.0,111.32,28,3.7,1526314653.0
3.27,126.37,10,3.9,1526315201.0
-8.99,111.31,10,3.2,1526316874.0
1.15,126.89,20,3.3,1526320807.0
-7.73,106.95,15,3.2,1526321175.0
-3.77,101.62,25,4.4,1526322052.0
0.24,122.23,200,4.0,1526330772.0
0.36,121.63,14,1.9,1526343738.0
-8.98,112.62,10,3.5,1526349423.0
-8.71,109.01,10,4.1,1526350566.0
0.23,126.05,10,3.2,1526353165.0
-5.81,130.69,120,4.1,1526355658.0
2.87,126.18,28,4.1,1526358812.0
-8.52,108.47,52,4.1,1526377289.0
-1.29,120.42,87,2.8,1526378731.0
-7.36,106.82,10,2.3,1526380971.0
-3.3,101.48,37,3.3,1526380996.0
3.07,127.95,45,4.1,1526386241.0
1.89,126.95,29,4.1,1526387427.0
0.14,120.08,10,1.7,1526392558.0
-7.2,107.64,10,1.8,1526393155.0
-8.42,124.33,10,2.6,1526393486.0
0.4,122.24,13,2.4,1526397818.0
4.8,96.13,10,3.2,1526399089.0
0.68,121.81,25,2.2,1526400760.0
3.51,126.57,45,4.0,1526404436.0
2.74,128.41,213,4.3,1526405733.0
-3.69,138.66,87,5.6,1526411536.0
1.37,122.51,10,2.2,1526414763.0
1.21,121.63,15,2.4,1526414792.0
-1.1,128.25,26,4.2,1526414883.0
1.03,122.81,10,2.8,1526422307.0
-8.9,110.32,10,3.3,1526429286.0
4.54,126.57,37,4.2,1526435401.0
-9.88,124.23,53,3.0,1526448479.0
0.57,125.67,19,3.7,1526449213.0
1.17,126.24,12,3.4,1526450423.0
-4.12,129.19,10,3.7,1526456279.0
-3.43,128.25,10,2.7,1526458542.0
-10.98,110.42,41,4.8,1526459418.0
4.51,95.01,55,4.8,1526461209.0
-2.41,121.04,10,3.4,1526465802.0
4.72,96.19,14,3.4,1526465989.0
-10.95,115.06,26,4.9,1526485729.0
-4.46,101.82,10,3.3,1526511202.0
-6.78,127.73,244,4.6,1526515426.0
1.64,121.8,10,3.1,1526538170.0
-6.19,130.65,145,4.3,1526539033.0
-8.63,115.09,50,2.6,1526545090.0
-2.94,119.54,10,3.8,1526549400.0
0.58,127.56,10,3.1,1526563314.0
0.76,126.37,31,2.9,1526563951.0
-7.14,129.52,223,4.2,1526564361.0
-7.94,107.26,24,3.6,1526597876.0
-0.64,122.4,11,4.5,1526597884.0
-5.58,131.17,92,4.6,1526600931.0
4.82,96.0,10,4.2,1526609166.0
0.42,98.38,22,3.4,1526623783.0
-3.46,139.66,14,4.3,1526628108.0
-7.73,106.89,20,3.4,1526629831.0
-9.09,123.19,76,2.8,1526634396.0
