Tanggal,Waktu(UTC),Lintang,Bujur,Kedalaman(KM),Magnitudo(SR)
1/19/2018,21:24:24,-1.32,120.46,10,3.0
1/20/2018,01:23:20,-0.1,123.25,144,3.2
1/20/2018,01:55:31,-7.82,108.04,51,2.1
1/20/2018,02:18:33,0.9,126.55,10,3.9
1/20/2018,02:33:14,-0.11,121.98,10,2.2
1/20/2018,02:53:08,-0.05,122.11,10,2.0
1/20/2018,04:44:25,-0.33,122.99,10,2.5
1/20/2018,06:01:47,-10.52,116.36,10,3.2
1/20/2018,07:11:23,1.09,126.9,104,3.7
1/20/2018,09:29:54,1.13,122.71,13,2.2
1/20/2018,11:00:16,-7.27,129.45,209,4.2
1/20/2018,11:32:22,-9.57,124.84,10,2.5
1/20/2018,11:52:43,-11.16,118.2,90,3.6
1/20/2018,12:13:53,-3.55,129.9,10,3.5
1/20/2018,12:13:56,-8.58,121.94,14,2.8
1/20/2018,12:16:07,2.29,128.42,10,4.2
1/20/2018,13:10:00,-6.59,128.5,294,4.7
1/20/2018,13:13:49,-4.51,128.17,14,3.9
1/20/2018,13:28:49,0.29,121.33,38,2.3
1/20/2018,14:14:52,-7.32,129.48,186,4.3
1/20/2018,15:07:05,-8.71,118.8,91,3.2
1/20/2018,16:51:29,0.45,121.59,110,2.2
1/20/2018,17:03:39,-8.16,116.74,28,2.7
1/20/2018,17:05:39,0.49,122.37,10,2.0
1/20/2018,22:00:34,1.15,98.93,76,3.2
1/20/2018,22:11:06,-7.84,128.08,134,4.9
1/20/2018,22:21:35,-7.38,107.19,98,3.7
1/20/2018,22:54:01,-11.3,116.31,10,3.9
1/20/2018,23:02:31,3.87,125.88,136,3.9
1/21/2018,03:21:05,-0.08,129.83,10,2.8
1/21/2018,04:23:07,-3.14,130.52,10,3.3
1/21/2018,04:26:51,-0.03,125.74,10,3.4
1/21/2018,06:55:42,-0.23,133.24,10,4.2
1/21/2018,06:58:05,-7.97,106.58,10,3.6
1/21/2018,08:01:23,-7.75,107.03,22,2.3
1/21/2018,08:39:24,-2.19,118.56,17,2.7
1/21/2018,09:43:46,0.33,120.66,12,4.0
1/21/2018,09:54:15,-1.63,100.68,35,3.4
1/21/2018,12:22:32,0.72,122.26,65,3.2
1/21/2018,12:27:39,-4.6,104.05,136,4.3
1/21/2018,16:54:44,-9.05,111.51,10,3.8
1/21/2018,17:12:06,-7.5,128.56,190,3.9
1/21/2018,17:58:43,-2.92,129.88,16,3.6
1/22/2018,03:22:53,-4.05,130.33,56,4.2
1/22/2018,07:15:12,-7.41,127.94,202,4.7
1/22/2018,07:22:18,-0.67,131.45,25,3.0
1/22/2018,13:35:44,-1.36,120.58,10,3.0
1/22/2018,13:45:48,-1.3,120.54,12,3.9
1/22/2018,14:07:59,-9.42,120.22,50,4.0
1/22/2018,14:12:53,-8.67,119.43,148,3.7
1/22/2018,20:49:57,-9.11,110.03,84,4.6
1/23/2018,04:25:33,-3.33,131.17,59,4.2
1/23/2018,06:34:54,-7.13,106.04,46,6.1
1/23/2018,06:38:34,-7.26,106.26,20,4.4
1/23/2018,06:40:58,-7.16,106.09,23,4.0
1/23/2018,06:42:30,-7.13,106.12,29,3.7
1/23/2018,06:43:54,-7.07,106.21,28,3.3
1/23/2018,06:50:06,-7.21,106.08,19,4.1
1/23/2018,06:52:44,-7.16,106.01,20,4.3
1/23/2018,07:03:50,-7.11,106.07,28,3.5
1/23/2018,07:05:13,-7.26,105.98,33,3.2
1/23/2018,07:16:32,-7.06,105.95,27,3.0
1/23/2018,07:18:38,-7.2,106.18,23,3.0
1/23/2018,07:23:08,-7.23,106.01,19,3.1
1/23/2018,07:25:10,-7.21,106.2,26,2.8
1/23/2018,07:32:25,-7.13,106.14,22,3.5
1/23/2018,07:46:10,-7.06,106.14,29,2.9
1/23/2018,07:53:05,-7.19,105.98,19,3.8
1/23/2018,07:56:11,-7.2,106.11,32,4.8
1/23/2018,07:58:50,-7.22,106.12,27,4.3
1/23/2018,08:16:16,-7.14,106.19,33,2.8
1/23/2018,08:20:25,-7.17,106.13,28,3.3
1/23/2018,08:38:09,-7.15,106.08,16,2.9
1/23/2018,08:50:32,-7.19,106.08,21,3.2
1/23/2018,08:55:15,-7.23,106.09,28,4.0
1/23/2018,09:04:41,-7.09,106.17,33,3.0
1/23/2018,09:15:08,-7.24,106.09,37,4.1
1/23/2018,09:16:51,0.52,119.54,10,2.4
1/23/2018,09:20:05,-7.25,106.12,32,3.4
1/23/2018,09:40:56,-7.27,106.09,32,3.7
1/23/2018,10:24:23,-8.97,111.16,10,4.4
1/23/2018,11:03:15,-9.54,117.75,26,3.5
1/23/2018,11:06:20,-1.88,129.05,10,3.4
1/23/2018,11:09:42,-7.21,106.12,33,4.1
1/23/2018,12:18:58,-7.22,106.05,29,3.6
1/23/2018,12:54:32,-7.13,106.15,33,3.0
1/23/2018,12:57:57,-7.21,106.08,41,4.2
1/23/2018,13:03:43,-7.16,106.05,32,3.8
1/23/2018,13:13:12,-8.22,118.26,178,3.0
1/23/2018,13:36:32,-7.15,106.15,36,2.9
1/23/2018,14:06:10,0.44,121.23,59,2.0
1/23/2018,14:14:10,2.73,125.73,152,3.9
1/23/2018,14:23:55,-7.14,106.08,32,3.0
1/23/2018,14:39:57,0.36,122.03,178,3.0
1/23/2018,14:48:42,-7.24,106.24,25,2.5
1/23/2018,14:58:39,-8.07,107.47,29,2.6
1/23/2018,15:20:49,1.85,126.69,10,3.3
1/23/2018,15:30:20,-8.62,117.14,151,2.8
1/23/2018,15:37:28,-9.13,118.59,93,3.5
1/23/2018,15:55:57,-9.38,115.13,38,3.0
1/23/2018,16:10:26,-7.17,106.15,28,2.9
1/23/2018,16:40:08,1.43,124.66,212,3.2
1/23/2018,16:55:08,-8.27,117.73,27,2.2
1/23/2018,17:04:46,-7.22,106.11,25,4.2
1/23/2018,17:38:30,-3.2,130.59,13,5.1
1/23/2018,18:00:24,-7.2,106.16,26,2.7
1/23/2018,18:03:48,-3.15,130.67,17,2.9
1/23/2018,18:08:04,-3.17,130.56,10,3.0
1/23/2018,18:17:45,-3.71,130.16,10,3.3
1/23/2018,18:21:23,-7.11,106.26,10,2.7
1/23/2018,18:22:11,-3.16,130.56,10,3.1
1/23/2018,18:27:25,-3.12,130.55,10,2.7
1/23/2018,18:28:08,-10.0,123.43,65,3.0
1/23/2018,18:36:17,-8.95,118.43,76,3.0
1/23/2018,18:43:17,-3.35,130.54,10,3.3
1/23/2018,18:49:00,-7.08,105.97,31,3.0
1/23/2018,19:03:29,-3.11,130.25,10,3.1
1/23/2018,19:07:33,-7.16,106.1,21,3.6
1/23/2018,20:01:56,-7.03,106.13,28,3.3
1/23/2018,20:11:29,-7.21,106.05,39,3.5
1/23/2018,21:39:47,-0.46,119.89,10,2.6
1/23/2018,21:52:15,-7.18,106.04,31,3.7
1/23/2018,23:29:25,-7.25,106.01,19,3.2
1/24/2018,00:40:14,-4.71,102.73,58,5.0
1/24/2018,01:49:02,-7.23,105.98,11,4.4
1/24/2018,05:14:30,0.49,97.94,35,3.2
1/24/2018,06:32:45,-7.21,105.99,46,4.9
1/24/2018,06:57:07,2.54,95.46,37,5.0
1/24/2018,10:55:40,1.61,127.24,125,4.4
1/24/2018,11:08:54,-7.16,106.01,17,3.4
1/24/2018,12:40:04,-7.23,106.08,27,4.0
1/24/2018,12:53:29,-11.27,117.55,10,3.6
1/24/2018,12:54:34,-0.99,121.24,10,3.3
1/24/2018,14:34:55,-1.19,127.07,10,3.2
1/24/2018,14:52:36,-7.13,106.12,47,3.0
1/24/2018,15:38:23,-7.57,105.52,58,3.0
1/24/2018,18:36:51,-9.38,107.2,13,4.4
1/24/2018,23:45:18,3.98,95.07,64,3.6
1/25/2018,01:49:34,1.77,126.51,12,4.2
1/25/2018,03:57:21,-4.43,102.17,10,3.8
1/25/2018,08:38:18,-8.21,123.23,198,3.8
1/25/2018,08:52:20,-1.27,130.94,10,2.3
1/25/2018,10:16:20,-6.56,106.55,10,2.7
1/25/2018,12:17:44,-0.11,125.26,18,3.5
1/25/2018,12:25:02,-3.33,131.2,30,4.1
1/25/2018,13:00:01,1.59,121.41,10,2.4
1/25/2018,13:33:38,-2.01,123.92,10,4.5
1/25/2018,14:59:08,-8.96,124.25,10,2.8
1/25/2018,15:01:56,-1.09,128.6,14,3.6
1/25/2018,15:11:57,-7.09,106.2,25,2.9
1/25/2018,16:07:35,0.75,100.05,10,3.4
1/25/2018,16:57:29,-0.42,132.19,24,3.6
1/25/2018,17:20:48,-2.1,126.18,30,3.9
1/25/2018,17:47:20,-0.26,123.03,86,2.8
1/25/2018,18:17:03,-0.2,132.17,88,2.8
1/25/2018,18:31:36,1.46,122.17,10,2.7
1/25/2018,19:23:47,-2.8,128.06,16,3.5
1/25/2018,20:33:57,0.66,121.2,23,1.9
1/25/2018,23:47:22,-7.11,106.08,19,3.3
1/25/2018,23:57:53,-0.04,123.16,135,2.9
1/26/2018,00:19:02,-0.23,122.93,55,3.5
1/26/2018,01:34:18,-4.2,129.31,17,3.9
1/26/2018,03:12:32,-3.14,130.58,10,3.8
1/26/2018,03:48:44,-1.37,120.57,10,4.3
1/26/2018,04:22:26,-1.19,119.87,10,3.6
1/26/2018,04:36:12,-1.48,119.96,177,2.8
1/26/2018,04:48:25,-7.19,106.05,30,5.2
1/26/2018,05:07:14,0.32,97.99,39,2.5
1/26/2018,09:19:22,-3.12,130.52,10,3.6
1/26/2018,09:32:54,-2.9,130.2,24,3.2
1/26/2018,10:12:50,-7.19,106.04,30,5.0
1/26/2018,10:22:43,-9.52,110.14,10,3.6
1/26/2018,10:43:47,-1.13,126.86,21,5.3
1/26/2018,11:18:47,-4.32,134.17,18,4.6
1/26/2018,12:40:02,-7.37,106.9,96,3.0
1/26/2018,12:47:47,-1.07,126.8,10,3.1
1/26/2018,13:01:34,-7.25,105.9,10,3.5
1/26/2018,14:08:06,-1.23,126.98,12,3.3
1/26/2018,14:43:14,-7.28,106.15,25,2.5
1/26/2018,14:53:59,-3.1,130.51,13,3.6
1/26/2018,14:55:07,-8.17,118.83,10,3.7
1/26/2018,16:56:50,-4.75,102.62,49,3.8
1/26/2018,17:09:08,0.39,124.45,96,3.9
1/26/2018,19:05:37,-1.17,126.79,10,3.9
1/27/2018,02:54:00,-8.01,106.96,31,3.3
1/27/2018,02:59:35,-3.1,130.55,10,3.4
1/27/2018,03:36:01,-7.13,106.06,21,3.8
1/27/2018,06:11:14,-6.41,130.54,142,4.7
1/27/2018,06:33:18,0.64,119.94,10,3.5
1/27/2018,08:04:26,3.09,97.37,29,3.3
1/27/2018,08:11:24,-7.63,108.99,175,3.7
1/27/2018,13:40:49,-0.74,124.34,21,3.7
1/27/2018,15:42:51,-8.59,118.76,125,4.5
1/27/2018,22:35:12,-1.28,120.77,10,3.8
1/27/2018,22:53:18,3.7,96.38,34,4.5
1/27/2018,23:19:07,-9.95,119.2,37,4.3
1/27/2018,23:39:49,0.76,122.65,16,2.8
1/28/2018,00:28:38,-9.91,119.25,22,4.0
1/28/2018,01:37:27,0.67,97.26,31,3.1
1/28/2018,07:47:39,0.44,122.01,182,2.4
1/28/2018,07:56:56,0.59,123.68,234,3.3
1/28/2018,09:02:53,-7.86,106.16,10,3.3
1/28/2018,09:05:00,-8.77,123.25,11,3.1
1/28/2018,11:43:00,-7.01,106.2,19,3.1
1/28/2018,11:52:45,-1.81,99.68,10,3.5
1/28/2018,16:48:39,-3.18,119.68,18,2.7
1/28/2018,20:05:16,-3.2,130.55,10,3.9
1/28/2018,21:14:19,-3.17,130.53,16,3.9
1/29/2018,01:30:24,-6.01,105.47,10,3.3
1/29/2018,01:48:03,-5.6,131.06,67,4.6
1/29/2018,05:14:29,0.73,121.48,32,2.3
1/29/2018,06:35:39,-6.66,105.32,120,4.7
1/29/2018,06:54:57,-9.55,118.8,34,3.5
1/29/2018,08:42:12,-3.14,130.54,10,3.8
1/29/2018,11:07:44,-0.16,123.23,143,3.1
1/29/2018,11:08:47,-9.85,124.52,50,3.4
1/29/2018,12:05:27,-0.13,123.4,126,3.2
1/29/2018,14:01:09,-3.09,130.55,10,3.8
1/29/2018,14:14:49,0.41,122.09,181,2.4
1/29/2018,15:24:39,0.05,131.86,19,3.9
1/29/2018,15:26:44,-2.48,121.37,10,3.8
1/29/2018,16:25:52,-2.78,139.52,82,5.0
1/29/2018,17:08:46,0.28,121.62,149,2.9
1/29/2018,17:13:13,3.09,128.85,13,4.5
1/29/2018,18:14:02,-7.69,112.59,182,3.4
1/29/2018,19:03:34,-6.54,105.34,19,4.3
1/29/2018,20:06:59,-7.09,106.1,33,2.8
1/29/2018,21:59:45,-2.49,121.28,10,3.2
1/29/2018,23:02:47,-7.15,106.06,31,3.0
1/29/2018,23:39:17,-4.22,102.45,32,4.0
1/30/2018,05:00:31,0.54,98.56,10,4.4
1/30/2018,08:23:21,-8.81,116.03,100,3.3
1/30/2018,08:41:02,-7.2,106.23,25,3.0
1/30/2018,08:42:42,-7.94,107.0,28,3.5
1/30/2018,09:57:17,-8.18,108.35,39,2.6
1/30/2018,10:57:15,-6.01,130.62,91,4.4
1/30/2018,12:16:50,-1.53,105.55,10,3.6
1/30/2018,12:29:25,-6.45,104.59,25,4.1
1/30/2018,12:52:35,-7.45,128.64,139,4.6
1/30/2018,13:36:37,-8.23,118.66,180,4.0
1/30/2018,15:37:04,-6.99,129.9,182,4.3
1/30/2018,15:41:14,-9.36,114.16,42,3.1
1/30/2018,15:48:45,0.49,123.63,219,3.2
1/30/2018,15:55:50,-11.59,122.33,13,4.1
1/30/2018,16:41:54,0.4,125.25,10,3.2
1/30/2018,17:44:53,0.61,122.01,71,3.2
1/30/2018,17:54:55,-5.78,103.65,10,4.2
1/30/2018,18:47:33,-1.39,120.69,10,2.9
1/30/2018,19:04:48,-9.46,112.83,10,3.4
1/30/2018,19:15:05,-7.57,128.17,205,4.1
1/30/2018,19:41:46,-1.45,99.74,10,2.3
1/30/2018,19:45:51,-6.91,130.18,149,4.6
1/30/2018,19:56:19,-0.83,131.25,20,1.8
1/30/2018,20:02:01,-0.34,100.48,10,3.3
1/30/2018,22:40:35,1.1,98.76,82,2.7
1/30/2018,22:50:42,1.54,100.97,10,3.5
1/30/2018,23:15:11,-1.75,100.43,82,3.3
1/30/2018,23:15:13,-0.17,122.86,14,2.6
1/30/2018,23:32:03,2.06,96.5,41,3.4
1/31/2018,00:55:35,-7.9,118.78,28,4.6
1/31/2018,02:00:33,-7.9,118.81,26,5.3
1/31/2018,06:01:15,-7.88,118.74,33,3.6
1/31/2018,08:20:19,2.34,98.83,24,3.0
1/31/2018,10:33:43,-8.54,114.0,10,3.1
1/31/2018,13:25:57,-8.27,119.49,10,3.8
1/31/2018,13:55:11,0.4,125.27,10,3.5
1/31/2018,16:33:49,-9.59,116.35,10,3.6
1/31/2018,19:55:03,-1.89,100.7,10,4.1
1/31/2018,21:45:15,-9.33,113.89,12,3.6
1/31/2018,22:04:03,-3.17,130.55,10,2.9
1/31/2018,22:35:56,-8.2,117.64,19,4.2
2/1/2018,05:52:49,-1.03,121.2,10,2.8
2/1/2018,06:20:40,-4.64,125.43,488,4.3
2/1/2018,06:20:40,-4.61,125.38,486,4.4
2/1/2018,08:05:41,0.19,97.59,15,3.2
2/1/2018,09:38:55,-0.31,125.35,10,4.4
2/1/2018,17:01:02,-1.29,120.49,10,3.8
2/1/2018,17:06:05,-3.22,130.52,10,3.4
2/1/2018,18:47:07,-7.8,106.46,14,4.0
2/1/2018,19:06:24,3.39,126.01,51,3.7
2/1/2018,20:20:26,-0.19,124.61,10,3.4
2/1/2018,22:02:40,-8.29,116.73,13,4.4
2/1/2018,22:28:07,-6.53,128.63,319,4.6
2/2/2018,00:20:42,-0.16,125.2,58,5.6
2/2/2018,00:47:54,-0.24,125.21,26,3.6
2/2/2018,03:55:35,0.86,126.36,10,3.9
2/2/2018,05:43:33,-5.25,133.96,27,5.4
2/2/2018,05:59:13,-7.95,115.84,21,4.7
2/2/2018,06:22:32,-8.99,123.38,97,3.7
2/2/2018,07:42:56,-6.27,130.44,184,4.9
2/2/2018,08:14:27,0.08,124.4,28,3.3
2/2/2018,12:58:05,-0.84,131.06,10,1.4
2/2/2018,13:00:08,-9.62,117.38,19,3.7
2/2/2018,13:59:21,0.99,126.12,12,3.6
2/2/2018,14:33:02,-2.28,125.92,10,3.1
2/2/2018,14:43:02,-8.09,106.03,10,3.3
2/2/2018,15:11:41,-7.63,128.44,171,4.3
2/2/2018,15:24:58,-2.66,127.2,24,3.1
2/2/2018,15:26:16,-8.36,115.97,10,2.6
2/2/2018,15:41:52,1.04,118.86,13,3.0
2/2/2018,16:57:56,-0.43,122.97,13,2.7
2/2/2018,17:07:19,-1.22,126.97,10,3.6
2/2/2018,17:42:58,5.32,96.18,10,3.6
2/2/2018,18:02:24,-1.58,130.73,10,2.7
2/2/2018,18:38:22,-10.26,117.51,10,3.6
2/2/2018,19:11:02,-9.35,114.01,13,3.2
2/2/2018,19:31:17,-0.65,131.16,17,2.5
2/2/2018,19:51:54,-1.31,120.54,10,3.9
2/2/2018,22:25:54,-7.6,128.71,126,4.6
2/3/2018,00:40:38,-2.71,127.82,10,3.2
2/3/2018,00:58:55,-11.34,117.59,22,3.6
2/3/2018,01:12:13,-7.07,106.46,35,3.1
2/3/2018,03:20:11,0.33,120.65,16,2.2
2/3/2018,03:21:47,-7.59,121.21,424,3.7
2/3/2018,04:25:58,-3.14,99.33,33,3.8
2/3/2018,04:29:28,-6.92,129.63,166,4.7
2/3/2018,04:44:41,-6.17,119.67,10,4.6
2/3/2018,06:14:16,-2.71,128.92,18,3.5
2/3/2018,09:09:25,-9.31,112.86,29,3.3
2/3/2018,09:36:38,-0.51,124.49,10,3.8
2/3/2018,10:20:05,1.22,126.13,12,3.6
2/3/2018,13:37:01,-7.69,127.78,146,4.9
2/3/2018,14:20:53,-6.37,130.49,248,4.5
2/3/2018,14:54:06,2.13,96.38,12,3.7
2/3/2018,16:48:40,-0.05,99.26,10,2.7
2/3/2018,17:55:37,0.58,121.75,76,1.9
2/3/2018,18:01:49,-0.8,131.04,10,2.1
2/3/2018,18:12:11,1.02,126.34,21,3.1
2/3/2018,20:34:08,-9.26,124.8,11,3.1
2/3/2018,20:36:36,-7.19,106.19,39,2.8
2/3/2018,20:49:18,-7.26,105.95,10,4.5
2/3/2018,22:50:44,1.23,98.97,88,4.0
2/3/2018,23:00:22,1.08,97.55,19,2.6
2/3/2018,23:23:53,-1.27,99.68,40,4.8
2/3/2018,23:45:14,-0.75,131.26,10,1.7
2/4/2018,00:46:59,-0.24,122.54,10,2.5
2/4/2018,04:08:35,-1.77,130.49,10,3.0
2/4/2018,04:29:42,-7.87,107.36,21,2.4
2/4/2018,04:29:53,-8.47,117.31,105,2.1
2/4/2018,05:00:17,-7.71,127.69,137,4.3
2/4/2018,05:16:45,1.86,122.35,109,2.9
2/4/2018,05:21:13,-6.29,103.59,22,3.7
2/4/2018,06:34:21,-7.81,120.49,54,3.1
2/4/2018,06:36:04,-4.19,133.65,10,4.2
2/4/2018,07:37:26,-2.01,126.77,10,3.8
2/4/2018,08:46:44,-8.3,123.1,233,3.5
2/4/2018,10:16:11,-8.87,112.58,69,3.2
2/4/2018,10:44:41,0.82,122.74,14,3.4
2/4/2018,11:43:07,-7.99,108.61,87,3.0
2/4/2018,12:39:22,-0.95,130.62,14,2.9
2/4/2018,13:33:45,1.5,98.93,93,3.3
2/4/2018,13:52:27,-3.95,102.44,10,3.2
2/4/2018,13:55:18,-0.74,131.18,10,2.1
2/4/2018,14:39:29,-7.16,107.33,105,2.5
2/4/2018,15:00:19,-0.4,123.01,60,3.0
2/4/2018,15:06:58,-10.77,112.19,10,3.9
2/4/2018,15:19:14,-8.89,118.86,27,2.6
2/4/2018,15:30:31,-8.66,109.94,13,3.1
2/4/2018,15:37:30,-0.6,122.49,12,3.5
2/4/2018,15:53:53,-8.45,108.43,19,3.3
2/4/2018,15:58:00,1.85,121.96,10,2.5
2/4/2018,16:14:56,-0.77,99.47,10,3.4
2/4/2018,17:09:46,-7.8,118.81,22,3.4
2/4/2018,17:11:40,0.74,97.74,10,2.7
2/4/2018,17:23:44,1.6,127.27,111,3.5
2/4/2018,18:03:02,0.84,121.59,36,1.9
2/4/2018,18:26:08,1.01,120.47,10,2.4
2/4/2018,19:08:53,-1.05,100.17,61,2.7
2/4/2018,19:25:46,2.15,97.88,52,3.4
2/4/2018,19:28:51,-9.14,122.11,86,3.0
2/4/2018,19:55:05,-9.09,122.49,136,5.1
2/4/2018,20:25:34,0.68,124.26,25,2.9
2/4/2018,21:39:54,-2.27,126.83,25,3.0
2/5/2018,00:12:13,-6.06,122.75,10,3.8
2/5/2018,01:31:42,-4.25,102.41,37,4.3
2/5/2018,01:56:45,-2.17,101.76,157,3.7
2/5/2018,03:59:56,-3.98,130.08,27,3.8
2/5/2018,04:24:48,-5.19,129.98,224,4.4
2/5/2018,05:15:32,-8.1,123.99,176,3.1
2/5/2018,06:52:19,-7.29,106.88,10,2.6
2/5/2018,06:56:17,-7.12,106.15,30,3.0
2/5/2018,07:17:19,1.1,99.01,110,3.5
2/5/2018,07:35:33,-8.43,119.58,153,3.1
2/5/2018,07:45:29,-9.03,124.01,110,3.1
2/5/2018,08:06:13,-4.91,103.04,51,3.8
2/5/2018,09:21:08,-5.81,103.77,10,3.2
2/5/2018,09:36:29,-5.26,106.07,280,4.2
2/5/2018,13:25:17,1.29,121.37,13,2.6
2/5/2018,14:10:12,3.4,96.08,10,3.9
2/5/2018,14:23:11,0.95,121.39,10,2.4
2/5/2018,14:32:13,-6.12,119.76,10,3.1
2/5/2018,15:20:51,-7.22,107.72,12,2.7
2/5/2018,19:10:58,-3.81,129.61,54,3.3
2/5/2018,19:16:39,0.84,122.52,36,3.3
2/5/2018,20:34:04,-11.36,118.59,10,3.8
2/5/2018,20:52:03,-8.5,118.86,10,3.1
2/6/2018,00:08:46,-1.17,126.86,10,3.5
2/6/2018,01:03:21,0.13,122.22,125,4.0
2/6/2018,01:09:06,-7.55,128.46,145,4.7
2/6/2018,01:14:55,2.97,127.46,22,4.4
2/6/2018,01:20:45,-2.97,119.61,10,2.8
2/6/2018,04:46:39,-2.65,119.35,10,3.2
2/6/2018,05:00:08,-6.44,105.79,127,3.1
2/6/2018,05:22:21,-4.01,118.93,25,3.6
2/6/2018,05:33:08,-7.47,128.48,147,4.8
2/6/2018,05:33:54,-9.42,120.25,70,3.2
2/6/2018,07:16:45,0.59,126.14,10,4.1
2/6/2018,07:53:13,4.5,95.14,10,4.3
2/6/2018,09:34:27,1.45,123.06,10,3.9
2/6/2018,10:08:45,1.89,126.67,30,4.2
2/6/2018,10:46:51,1.03,121.9,10,2.9
2/6/2018,11:04:22,-8.14,106.86,10,2.9
2/6/2018,14:06:55,-11.47,114.24,88,3.8
2/6/2018,14:27:07,-8.66,117.9,10,2.9
2/6/2018,14:29:15,-8.67,117.93,10,2.0
2/6/2018,15:07:38,-0.6,122.41,10,2.9
2/6/2018,18:09:16,0.69,122.2,58,2.7
2/6/2018,18:52:09,0.47,126.59,10,3.1
2/6/2018,19:07:41,-0.68,131.49,26,2.3
2/6/2018,19:08:24,-0.21,125.64,10,3.2
2/6/2018,19:58:34,-0.23,125.63,10,3.5
2/6/2018,20:00:29,-2.8,102.32,174,3.5
2/6/2018,20:53:14,0.74,98.39,10,2.7
2/6/2018,21:24:17,-5.27,104.59,78,2.8
2/6/2018,21:27:32,-1.34,120.45,20,3.7
2/6/2018,21:33:26,-1.04,100.54,86,3.3
2/6/2018,21:44:07,-7.81,119.01,47,2.8
2/6/2018,22:19:36,-6.26,130.58,10,4.1
2/6/2018,22:32:52,0.65,121.74,75,1.9
2/7/2018,04:19:03,-8.68,116.93,150,4.5
2/7/2018,11:57:43,-0.57,131.26,10,3.5
2/7/2018,19:37:02,-7.44,128.19,211,4.2
2/7/2018,20:22:58,1.46,126.95,103,4.5
2/7/2018,22:28:40,-10.22,118.76,13,4.8
2/7/2018,22:54:48,-8.14,120.06,177,3.7
2/7/2018,23:43:02,-7.59,106.68,23,3.9
2/8/2018,01:33:27,-3.11,127.5,14,4.3
2/8/2018,05:49:51,-9.94,118.76,20,3.4
2/8/2018,08:31:40,-9.26,113.71,10,3.6
2/8/2018,09:10:49,-8.88,112.5,38,3.4
2/8/2018,09:20:46,-8.6,118.25,157,2.9
2/8/2018,09:52:48,4.68,96.23,10,5.0
2/8/2018,09:55:44,-9.21,119.01,27,3.6
2/8/2018,10:11:27,-0.77,98.55,12,3.5
2/8/2018,11:41:46,-8.31,110.33,75,3.4
2/8/2018,12:53:54,-1.01,99.78,91,3.1
2/8/2018,16:01:38,-9.98,118.84,20,3.6
2/8/2018,16:15:30,-2.32,121.48,10,2.4
2/8/2018,18:28:14,-0.25,124.55,29,3.2
2/8/2018,18:29:52,-3.25,127.95,44,3.1
2/8/2018,18:42:24,-5.79,105.57,19,3.2
2/8/2018,20:14:09,0.78,126.33,18,3.8
2/8/2018,20:28:22,-8.43,117.87,10,2.8
2/8/2018,20:55:31,-10.1,118.88,16,3.0
2/8/2018,21:12:06,-8.63,123.36,122,3.9
2/8/2018,21:32:41,-6.27,103.77,10,3.1
2/8/2018,22:45:00,-8.79,124.01,10,2.7
2/8/2018,23:02:05,-8.45,105.24,35,3.9
2/8/2018,23:39:47,-10.06,118.8,18,3.2
2/9/2018,02:22:33,-2.95,127.49,10,4.3
2/9/2018,03:02:31,1.69,95.34,70,4.4
2/9/2018,03:34:43,-0.09,123.73,96,3.8
2/9/2018,04:02:12,-3.03,127.63,22,3.9
2/9/2018,04:05:45,-7.77,117.2,17,3.2
2/9/2018,04:13:55,-2.93,100.75,38,4.0
2/9/2018,04:19:01,-7.75,117.25,17,4.0
2/9/2018,06:07:17,-3.91,130.44,126,3.6
2/9/2018,06:25:56,-0.26,123.76,112,3.9
2/9/2018,07:17:01,-8.93,113.68,14,4.2
2/9/2018,09:24:32,-2.44,121.41,10,4.0
2/9/2018,10:54:13,-2.61,126.76,10,2.8
2/9/2018,11:00:34,-6.04,104.61,67,3.8
2/9/2018,11:48:07,-0.19,123.43,137,3.8
2/9/2018,12:54:08,-1.71,99.33,78,4.2
2/9/2018,13:20:49,-2.89,127.33,70,3.6
2/9/2018,13:39:36,-9.11,123.85,72,2.1
2/9/2018,14:25:25,-10.37,124.61,24,3.8
2/9/2018,16:21:17,-7.57,128.37,114,3.9
2/9/2018,16:47:31,-8.77,111.81,43,3.6
2/9/2018,16:59:42,-9.49,124.08,55,2.7
2/9/2018,18:54:59,-6.82,125.12,530,4.1
2/9/2018,19:37:50,-2.63,105.01,10,4.0
2/9/2018,19:39:38,1.24,125.08,41,3.2
2/9/2018,19:45:30,-1.26,120.76,10,3.0
2/9/2018,19:56:43,-5.43,103.66,39,3.7
2/9/2018,20:08:42,-5.98,104.13,10,3.5
2/9/2018,20:17:44,-7.58,128.23,151,4.8
2/9/2018,20:34:10,-9.45,122.81,26,2.7
2/9/2018,21:01:09,-8.1,107.47,10,2.5
2/9/2018,21:07:37,-10.11,124.46,10,2.5
2/9/2018,21:11:30,0.84,124.18,255,3.0
2/9/2018,21:22:11,0.96,126.05,10,3.5
2/9/2018,21:27:44,-0.98,123.95,48,3.0
2/9/2018,21:38:24,-6.85,110.48,10,2.9
2/10/2018,00:31:19,-9.13,117.15,92,5.2
2/10/2018,04:56:46,-7.47,106.35,26,3.5
2/10/2018,07:02:08,-2.44,100.44,48,3.4
2/10/2018,10:40:19,-0.77,131.13,10,3.2
2/10/2018,13:02:25,-8.92,110.36,10,3.6
2/10/2018,14:18:36,-0.06,97.36,10,3.1
2/10/2018,14:32:25,0.93,126.85,15,4.1
